Player,Nation,Pos,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
J. Anguko,Quewenia,MFDF,30,1991,2.45,0.04,0.74,0.44,50.02,0.85,0.31,-0.09,-0.08,,0.06,-0.05,Tournament,2020,,,,,,
A. Zimmermann,Redohrainbri,DF,29,1992,0.92,0.07,2.07,0.03,0.05,1.95,-0.09,0.07,,,-0.05,0.08,Tournament,2020,,,,,,
C. Birungi,Redohrainbri,DF,24,1997,1.07,0.02,-0.03,0.04,,0.03,-0.04,,,,-0.06,-0.05,Tournament,2020,,,,,,
C. Van den Berg *,Redohrainbri,DF,23,1997,0.81,0.04,-0.08,0.03,,0.06,0.07,,,,-0.07,-0.05,Tournament,2020,,,,,,
C. Whang,Redohrainbri,DF,31,1990,2.01,-0.03,0.57,0.04,-0.07,0.41,-0.05,-0.08,,,0.06,0.04,Tournament,2020,,,,,,
D. Anyango,Redohrainbri,DF,26,1994,2.14,0.04,1,0.01,-0.04,0.91,-0.04,-0.06,,,0.09,0.09,Tournament,2020,,,,,,
D. Owen,Redohrainbri,DF,26,1995,0.13,-0.01,0.06,-0.07,,-0.04,0.03,,,,0.07,0.03,Tournament,2020,,,,,,
F. Night,Redohrainbri,DF,23,1998,3.94,-0.04,0.03,0.03,,-0.06,0.09,,,,0.01,-0.06,Tournament,2020,,,,,,
H. Aleper,Redohrainbri,DF,35,1986,1.1,-0.06,0.96,0.06,0.06,1.09,0.01,0.1,,,-0.1,-0.01,Tournament,2020,,,,,,
J. Quinn,Redohrainbri,DF,32,1989,1.08,-0.03,0.07,-0.05,,-0.05,-0.08,,,,-0.01,0.04,Tournament,2020,,,,,,
M. Namale,Redohrainbri,DF,30,1991,1.78,0.03,-0.07,0.01,,-0.05,-0.08,,,,0.05,0.05,Tournament,2020,,,,,,
X. Ji,Redohrainbri,DF,30,1991,0.92,-0.09,0.99,1.01,99.96,1.04,0.97,0.07,-0.02,,0.07,0.01,Tournament,2020,,,,,,
Z. Laine,Redohrainbri,DF,29,1991,3.62,-0.06,0.27,-0.05,0.04,0.33,-0.04,-0.01,,,0.1,0.09,Tournament,2020,,,,,,
J. Suryani,Redohrainbri,DFFW,22,1999,0.03,-0.09,0.04,-0.05,,0.04,-0.01,,,,-0.05,0.06,Tournament,2020,,,,,,
H. Xu,Redohrainbri,DFMF,30,1991,0.7,0.04,1.51,1.53,100.07,1.29,1.39,0.06,-0.06,,-0.05,-0.05,Tournament,2020,,,,,,
K. Heikkinen,Redohrainbri,DFMF,27,1994,0.08,-0.04,-0.03,-0.09,,-0.09,0,,,,0.08,0.07,Tournament,2020,,,,,,
W. Nassuna,Redohrainbri,DFMF,28,1993,0.38,0.01,0.05,-0.09,,-0.1,0.09,,,,-0.07,-0.03,Tournament,2020,,,,,,
I. Mlambo,Redohrainbri,FW,29,1992,1.74,-0.04,0.48,0.5,100,0.66,0.53,-0.08,-0.02,,0.09,0.1,Tournament,2020,,,,,,
Q. Oren,Redohrainbri,FW,25,1995,2.62,1.1,4.53,2.3,49.93,4.6,2.29,0.34,0.45,,-0.08,0.03,Tournament,2020,,,,,,
R. Kadosh,Redohrainbri,FW,27,1994,0.92,-0.04,1.05,-0.01,0.04,0.99,-0.02,0.08,,,0.06,0.04,Tournament,2020,,,,,,
W. binti Abdullah,Redohrainbri,FW,21,2000,0.82,0.1,3.37,2.23,66.6,3.17,2.06,-0.07,-0.08,,0.04,-0.02,Tournament,2020,,,,,,
F. Yan,Redohrainbri,FWMF,21,2000,3.81,1.48,3.71,2.88,78.61,3.7,2.78,0.34,0.58,,-0.05,-0.03,Tournament,2020,,,,,,
V. Atto,Redohrainbri,FWMF,21,2000,0.12,0.03,0.06,0.09,,-0.03,-0.06,,,,-0.02,-0.09,Tournament,2020,,,,,,
H. Duval,Redohrainbri,GK,31,1989,0.93,0.03,-0.06,-0.06,,-0.07,-0.05,,,,-0.07,0.07,Tournament,2020,,,,,,
P. Namulinda,Redohrainbri,GK,25,1996,0.99,-0.05,-0.04,-0.07,,-0.05,0.09,,,,0.09,0.06,Tournament,2020,,,,,,
P. Wan,Redohrainbri,GK,37,1984,2.9,-0.02,0.03,-0.05,,0.06,0.03,,,,-0.06,0.1,Tournament,2020,,,,,,
B. Žagar,Redohrainbri,MF,26,1995,0.66,0.02,1.37,0.03,0,1.36,-0.02,-0.03,,,0.06,0.07,Tournament,2020,,,,,,
D. Sargsyan,Redohrainbri,MF,30,1991,1.6,-0.03,0.08,-0.07,,0.01,0.07,,,,-0.01,-0.01,Tournament,2020,,,,,,
E. Fiore,Redohrainbri,MF,20,2001,0.12,0.01,0.06,0.01,,0.05,0.03,,,,-0.07,0,Tournament,2020,,,,,,
H. David,Redohrainbri,MF,22,1998,1.55,0.04,0.62,0.66,99.97,0.61,0.54,0.02,0.04,,0.03,0.07,Tournament,2020,,,,,,
H. Susanto,Redohrainbri,MF,23,1998,3.04,0.02,1.42,0.08,0.05,1.33,0.01,-0.01,,,-0.07,-0.03,Tournament,2020,,,,,,
I. Ebong,Redohrainbri,MF,22,1999,0.36,0.03,-0.01,-0.02,,-0.04,-0.07,,,,-0.05,0.06,Tournament,2020,,,,,,
I. Kolar,Redohrainbri,MF,25,1996,0.69,0.08,0.02,-0.02,,0.03,-0.03,,,,-0.02,0.04,Tournament,2020,,,,,,
I. Zarei,Redohrainbri,MF,25,1996,3.52,-0.1,1.23,0.21,25.02,1.17,0.34,0.1,0.09,,-0.03,0.05,Tournament,2020,,,,,,
O. Giuliani,Redohrainbri,MF,26,1995,0.98,0.03,0.04,0.06,,0.03,0.09,,,,-0.03,0.04,Tournament,2020,,,,,,
O. Mugwagwa,Redohrainbri,MF,27,1994,1,1.08,1.09,1.14,99.93,1.17,1.15,0.91,0.92,,0.01,0.03,Tournament,2020,,,,,,
Q. Katende,Redohrainbri,MF,29,1992,0.95,-0.02,-0.08,0.08,,-0.07,-0.07,,,,-0.05,0.05,Tournament,2020,,,,,,
R. bin Omar,Redohrainbri,MF,29,1992,1.23,0.09,-0.05,0.09,,0.04,0.06,,,,-0.04,-0.04,Tournament,2020,,,,,,
T. Abe,Redohrainbri,MF,28,1993,0.55,0.08,0.04,-0.06,,-0.06,0,,,,-0.08,0.06,Tournament,2020,,,,,,
Z. Aryemo,Redohrainbri,MF,27,1994,2.87,0.31,2.39,1.43,57.15,2.47,1.34,0.1,0.3,,-0.08,-0.05,Tournament,2020,,,,,,
H. Francisco,Rosvi,DF,35,1985,1.87,0.08,3.33,1.09,33.37,3.19,1.09,-0.08,0.1,,0.07,-0.02,Tournament,2020,,,,,,
I. Gashi,Rosvi,DF,29,1991,1.07,0.05,0.01,-0.09,,0.09,-0.05,,,,0.07,0.01,Tournament,2020,,,,,,
N. Ferhatovi?,Rosvi,DF,20,2001,2.79,0.02,0.68,0.06,0,0.72,-0.07,0,,,0.04,0.06,Tournament,2020,,,,,,
U. Mayer,Rosvi,DF,24,1997,6.09,-0.09,0.41,0.08,0.06,0.6,0.1,0.05,,,-0.08,0.09,Tournament,2020,,,,,,
W. Kaczmarek,Rosvi,DF,28,1993,1.97,-0.05,0.43,-0.03,-0.05,0.42,0.09,0.07,,,0.09,-0.01,Tournament,2020,,,,,,
X. binti Awang,Rosvi,DF,31,1990,3.06,-0.09,0.38,0.06,-0.05,0.28,-0.09,0.01,,,0.02,0.07,Tournament,2020,,,,,,
C. Alum,Rosvi,FW,29,1992,1.18,0.06,1.69,0.82,50,1.74,0.79,-0.05,0.09,,-0.02,-0.07,Tournament,2020,,,,,,
E. Saka,Rosvi,FW,27,1994,3.97,0.47,1.97,1.65,87.47,1.99,1.73,0.1,0.18,,0.24,0.23,Tournament,2020,,,,,,
F. Claes,Rosvi,FW,23,1997,2.93,0.68,2.77,1.99,75.09,2.7,1.96,0.24,0.41,,0,-0.05,Tournament,2020,,,,,,
X. Abdulaziz,Rosvi,FW,30,1991,0.7,-0.04,3.32,-0.09,-0.01,3.5,0.03,0.03,,,0.02,-0.04,Tournament,2020,,,,,,
Y. Akiror,Rosvi,FW,21,2000,1.26,0.77,7.66,2.33,30,7.88,2.41,0,0.31,,-0.08,-0.04,Tournament,2020,,,,,,
K. Adero,Rosvi,GK,26,1995,2.98,0.02,-0.05,0.1,,0.02,0.04,,,,-0.1,-0.08,Tournament,2020,,,,,,
M. Murmu,Rosvi,GK,29,1992,3.09,-0.05,0.01,0.1,,-0.02,0.1,,,,0.09,-0.07,Tournament,2020,,,,,,
A. Davies,Rosvi,MF,31,1990,2.89,-0.01,0.01,-0.02,,0.04,-0.08,,,,-0.08,-0.03,Tournament,2020,,,,,,
A. Nyasulu,Rosvi,MF,30,1991,0.45,0.09,-0.08,-0.04,,0.09,-0.04,,,,0.05,0.07,Tournament,2020,,,,,,
B. Jalali,Rosvi,MF,26,1995,2.3,0.05,1.21,0.02,0.04,1.24,-0.04,-0.03,,,0.05,0.02,Tournament,2020,,,,,,
B. Muhanguzi,Rosvi,MF,25,1996,0.32,0.09,3.36,3.27,99.9,3.18,3.14,0.02,0.01,,0.08,-0.02,Tournament,2020,,,,,,
B. Putra,Rosvi,MF,26,1995,1.86,0.63,5.02,2.25,44.32,4.81,2.25,0.14,0.25,,0.1,0.04,Tournament,2020,,,,,,
D. Roussel,Rosvi,MF,25,1996,2.59,0.02,2.06,0,-0.09,1.99,0.04,0.07,,,0.09,-0.07,Tournament,2020,,,,,,
E. Shapiro,Rosvi,MF,30,1991,2.81,0.36,1.42,0.3,25,1.46,0.45,0.26,1.08,,-0.03,0.08,Tournament,2020,,,,,,
F. Kaiser,Rosvi,MF,26,1995,0.03,0.05,0.07,-0.1,,0.02,0.06,,,,0.01,-0.09,Tournament,2020,,,,,,
F. Schäfer,Rosvi,MF,25,1996,2.79,0.83,2.31,0.69,33.36,2.17,0.74,0.39,0.96,,0.02,0.02,Tournament,2020,,,,,,
J. Namale,Rosvi,MF,29,1992,1.92,-0.02,0.94,-0.05,-0.02,1.05,0.09,-0.06,,,-0.08,-0.01,Tournament,2020,,,,,,
M. Mizrahi,Rosvi,MF,26,1995,2.16,0.08,0.41,0.06,0,0.43,-0.08,-0.05,,,-0.08,0.01,Tournament,2020,,,,,,
Q. Naturinda,Rosvi,MF,26,1995,3.77,0.05,0.36,-0.09,0.07,0.27,-0.07,0.06,,,0.02,0.04,Tournament,2020,,,,,,
R. Ssentamu,Rosvi,MF,24,1997,-0.05,-0.05,-0.01,0.06,,-0.04,0.05,,,,-0.06,-0.07,Tournament,2020,,,,,,
I. Carpentier,Rosvi,MFDF,29,1991,5.18,-0.08,0.49,0.29,66.79,0.65,0.35,0,0.04,,0.08,-0.01,Tournament,2020,,,,,,
W. Ssegawa,Rosvi,MFFW,32,1988,3.98,0.06,1.01,0.3,24.97,1.07,0.33,0.02,-0.02,,0.03,0.07,Tournament,2020,,,,,,
D. Giuliani,Saintu,DF,29,1992,0.22,0.02,0.08,-0.02,,0,-0.01,,,,0.08,-0.1,Tournament,2020,,,,,,
I. Bianchi,Saintu,DF,26,1994,0.02,-0.07,0.05,-0.1,,-0.02,-0.07,,,,0.01,0.09,Tournament,2020,,,,,,
K. Ariokot,Saintu,DF,28,1993,5.76,0.06,0.75,0.55,74.93,0.72,0.61,-0.08,0.02,,0.09,-0.08,Tournament,2020,,,,,,
N. Nielsen,Saintu,DF,27,1994,5.97,0.07,0.92,0.02,-0.08,0.89,0.04,-0.03,,,-0.07,0.05,Tournament,2020,,,,,,
T. Suleiman,Saintu,DF,26,1995,5.06,0.09,0.46,0.2,49.9,0.48,0.24,-0.07,-0.08,,-0.04,-0.1,Tournament,2020,,,,,,
Z. Nanteza,Saintu,DF,32,1989,1.25,-0.09,0.09,0.05,,-0.04,0.06,,,,-0.08,0.07,Tournament,2020,,,,,,
Z. Zhou,Saintu,DF,31,1990,5.99,-0.06,0.3,0.22,50.05,0.3,0.08,-0.1,-0.02,,-0.09,0.03,Tournament,2020,,,,,,
M. Hahn,Saintu,FW,27,1994,2.49,0,1.24,-0.04,-0.09,1.31,-0.05,-0.06,,,-0.1,-0.04,Tournament,2020,,,,,,
M. Martinez,Saintu,FW,27,1993,0.13,-0.09,0.03,-0.05,,-0.04,0.01,,,,0.06,-0.03,Tournament,2020,,,,,,
A. Akware,Saintu,FWMF,29,1992,4.81,0.82,2.13,1.48,69.91,2.12,1.42,0.23,0.36,,0.52,0.36,Tournament,2020,,,,,,
P. Mendoza,Saintu,FWMF,30,1991,0.87,-0.07,1.28,-0.05,0.09,1.27,-0.08,0.05,,,-0.01,-0.05,Tournament,2020,,,,,,
G. Handayani,Saintu,GK,31,1990,1.1,-0.04,-0.09,-0.07,,-0.1,0,,,,-0.03,0.01,Tournament,2020,,,,,,
S. Nuwagira,Saintu,GK,28,1993,5.07,-0.01,-0.05,-0.01,,0,0.09,,,,0.05,-0.05,Tournament,2020,,,,,,
A. Suliman,Saintu,MF,31,1990,2.6,-0.02,0.74,0.31,49.91,0.84,0.34,0.01,0.07,,0.08,-0.05,Tournament,2020,,,,,,
B. García,Saintu,MF,27,1993,2.04,0.04,1.82,0.42,24.92,1.88,0.56,0.07,-0.09,,-0.09,0.01,Tournament,2020,,,,,,
B. Nhantumbo,Saintu,MF,31,1990,1.35,0.09,0,0.07,,0.09,0.06,,,,0.03,0.07,Tournament,2020,,,,,,
C. More,Saintu,MF,30,1991,4.8,0.3,1.52,0.34,28.63,1.37,0.49,0.13,0.46,,0.08,-0.04,Tournament,2020,,,,,,
E. Gou,Saintu,MF,27,1994,1.07,-0.01,1.06,1.05,100.08,1.09,1.09,-0.09,0.02,,0.08,-0.1,Tournament,2020,,,,,,
E. Kirabira,Saintu,MF,27,1993,1.22,-0.03,-0.08,0.02,,-0.09,0.03,,,,-0.03,-0.07,Tournament,2020,,,,,,
G. Bukenya,Saintu,MF,23,1998,0.19,0.07,-0.07,0.02,,-0.01,0.03,,,,0.01,-0.01,Tournament,2020,,,,,,
I. Kaseke,Saintu,MF,25,1995,-0.05,0.01,1.09,1.06,100.09,22.53,22.42,0.05,0.04,,0.08,0.06,Tournament,2020,,,,,,
I. Molnár,Saintu,MF,22,1999,3.57,0.08,0.52,-0.09,-0.06,0.52,0.05,-0.03,,,-0.03,-0.04,Tournament,2020,,,,,,
Z. Buyinza,Saintu,MF,32,1989,4.97,0.2,1.2,0.29,16.74,1.18,0.14,0.13,1.03,,0.06,-0.05,Tournament,2020,,,,,,
G. Okia,Saintu,MFFW,23,1998,3.79,0.17,0.75,0.31,33.3,0.86,0.26,0.27,1.06,,-0.04,-0.08,Tournament,2020,,,,,,
Z. Ng'ambi,Saintu,MFFW,33,1988,1.96,0.46,3.54,1.09,28.53,3.53,1.09,0.04,-0.01,,0.59,0.52,Tournament,2020,,,,,,
B. Maruyama,Sobianitedrucy,DF,29,1992,1,0.03,0.02,-0.08,,0,0.06,,,,0,-0.06,Tournament,2020,,,,,,
C. Alanazi,Sobianitedrucy,DF,33,1988,5.03,0.05,1.03,-0.05,0.1,1.08,-0.05,-0.1,,,0,0.04,Tournament,2020,,,,,,
D. Amanyire,Sobianitedrucy,DF,33,1988,1.98,0.08,1.05,0.56,50,1,0.52,0.03,-0.07,,0.05,0.09,Tournament,2020,,,,,,
L. Yulianti,Sobianitedrucy,DF,34,1987,4.41,-0.04,0.64,-0.1,-0.04,0.62,0.1,0.07,,,0.08,0.09,Tournament,2020,,,,,,
M. Ayebazibwe,Sobianitedrucy,DF,28,1993,2.58,0.04,-0.06,0.01,,-0.03,0.02,,,,0.04,0.07,Tournament,2020,,,,,,
R. Bogere,Sobianitedrucy,DF,37,1984,2.59,0.04,-0.05,-0.01,,-0.01,-0.05,,,,0.01,-0.03,Tournament,2020,,,,,,
S. Kamoga,Sobianitedrucy,DF,22,1999,3.94,-0.06,0.08,0.08,,-0.08,-0.09,,,,0.06,0.04,Tournament,2020,,,,,,
T. Neves,Sobianitedrucy,DF,30,1991,3.68,0.03,0.89,0.23,33.24,0.78,0.28,0.02,0.09,,-0.04,0.09,Tournament,2020,,,,,,
V. bin Ali,Sobianitedrucy,DF,27,1994,4.98,0.09,1.29,0.22,16.78,1.23,0.14,0.07,-0.08,,0.08,-0.08,Tournament,2020,,,,,,
Y. Vitali,Sobianitedrucy,DF,28,1993,2.09,0.03,0.53,0.57,99.92,0.48,0.47,-0.06,-0.09,,0.06,-0.02,Tournament,2020,,,,,,
S. Rizzo,Sobianitedrucy,DFMF,24,1996,0.14,-0.05,0.02,0.05,,0.09,0,,,,0.09,-0.04,Tournament,2020,,,,,,
Z. Delemovi?,Sobianitedrucy,DFMF,26,1995,0.29,-0.03,0.07,-0.03,,-0.09,0.07,,,,0.01,0.05,Tournament,2020,,,,,,
B. Sah,Sobianitedrucy,FW,31,1990,2.14,-0.09,2.76,1.01,33.35,2.78,0.81,-0.06,-0.08,,0.09,-0.07,Tournament,2020,,,,,,
E. Zacarias,Sobianitedrucy,FW,27,1993,3.48,0.21,3.43,1.09,33.23,3.37,1.25,0.15,0.34,,-0.01,0.09,Tournament,2020,,,,,,
G. Chimwaza,Sobianitedrucy,FW,21,2000,0.74,-0.07,-0.09,-0.09,,0.06,-0.05,,,,0.05,-0.08,Tournament,2020,,,,,,
G. Mwima,Sobianitedrucy,FW,32,1989,0.12,-0.02,0,-0.08,,0.03,0.07,,,,-0.1,0.01,Tournament,2020,,,,,,
I. Kat?,Sobianitedrucy,FW,22,1999,0.68,0.05,2.84,-0.02,-0.07,2.98,0.03,0.02,,,-0.09,-0.05,Tournament,2020,,,,,,
J. Lysenko,Sobianitedrucy,FW,21,2000,1.83,0,2.15,0,0.03,2.11,-0.02,0.09,,,0.01,0.04,Tournament,2020,,,,,,
O. Roth,Sobianitedrucy,FW,29,1992,0.07,0.01,10.07,-0.01,0.1,9.96,-0.05,0.1,,,-0.05,-0.03,Tournament,2020,,,,,,
P. Mlotshwa,Sobianitedrucy,FW,24,1997,4.17,0.09,1.11,0.02,-0.07,1.18,-0.06,0.08,,,0.09,0.02,Tournament,2020,,,,,,
R. Nkosi,Sobianitedrucy,FW,30,1991,4.51,-0.09,3.3,0.89,26.62,3.17,0.8,-0.09,-0.06,,0.09,0.09,Tournament,2020,,,,,,
V. Golob,Sobianitedrucy,FW,27,1994,2.23,1.39,2.99,1.38,42.94,3.05,1.41,0.29,0.66,,0.46,0.48,Tournament,2020,,,,,,
V. Tugume,Sobianitedrucy,FW,34,1987,0.09,-0.09,10.01,-0.08,-0.06,11.29,0.05,0.01,,,0.08,0.09,Tournament,2020,,,,,,
Y. Smit,Sobianitedrucy,FW,27,1994,1.32,0.08,3.83,0.8,19.91,3.86,0.71,0.1,0.07,,0.1,-0.08,Tournament,2020,,,,,,
B. Ková?ik,Sobianitedrucy,FWMF,29,1992,0,0.02,-0.04,-0.06,,-0.05,0.05,,,,-0.09,-0.1,Tournament,2020,,,,,,
A. Khainza,Sobianitedrucy,GK,22,1999,8.08,-0.07,-0.06,-0.08,,-0.09,0.03,,,,0.03,-0.09,Tournament,2020,,,,,,
D. Sigauke,Sobianitedrucy,MF,24,1997,7.33,0.32,0.86,0.33,28.59,0.85,0.29,0.27,0.96,,-0.02,-0.03,Tournament,2020,,,,,,
F. Lee,Sobianitedrucy,MF,23,1998,4.77,0.09,0.27,-0.07,-0.03,0.22,0.05,0.01,,,-0.05,-0.04,Tournament,2020,,,,,,
I. Makavan,Sobianitedrucy,MF,29,1991,5.81,0.13,0.44,0.15,49.99,0.34,0.15,-0.06,0.05,,0.13,0.09,Tournament,2020,,,,,,
I. Marie,Sobianitedrucy,MF,29,1992,2.24,-0.06,0.94,0.01,0.07,0.85,0.07,-0.06,,,-0.1,0.02,Tournament,2020,,,,,,
U. Guillot,Sobianitedrucy,MF,26,1995,1.03,1.07,2.03,1.02,49.92,1.99,1.02,0.57,1.09,,-0.04,-0.08,Tournament,2020,,,,,,
G. Hungwe,Sobianitedrucy,MFFW,25,1996,3.72,0.6,1.55,0.63,33.25,1.55,0.59,0.41,0.94,,-0.06,-0.01,Tournament,2020,,,,,,
H. Nyombi,Southern Ristan,DF,26,1995,8.1,0.16,0.21,0.04,100.08,0.06,0.1,1.02,1.06,,0.1,0.05,Tournament,2020,,,,,,
L. Oroma,Southern Ristan,DF,30,1990,2.03,0.06,0.05,0.03,,-0.02,-0.04,,,,0.02,-0.07,Tournament,2020,,,,,,
W. Karlsson,Southern Ristan,DF,32,1989,7.93,-0.06,0.39,0.02,0.06,0.32,0.08,0.06,,,0.1,-0.03,Tournament,2020,,,,,,
X. Nakibuuka,Southern Ristan,DF,34,1987,6.04,0.04,0.09,0.05,,-0.03,0.01,,,,-0.07,-0.09,Tournament,2020,,,,,,
L. Wenene,Southern Ristan,DFMF,27,1994,0.2,0.05,-0.09,0.06,,-0.07,0.1,,,,-0.03,0.06,Tournament,2020,,,,,,
B. Amin,Southern Ristan,FW,19,2002,1.86,0.5,0.55,0.54,100.07,0.58,0.47,0.98,0.94,,0.05,-0.06,Tournament,2020,,,,,,
B. Phillips,Southern Ristan,FW,28,1993,5.91,0.94,2.26,1.2,49.93,2.42,1.21,0.25,0.6,,0.39,0.37,Tournament,2020,,,,,,
F. Cho,Southern Ristan,FW,26,1994,0.9,0.05,0.95,0.07,-0.03,1.02,0.05,0.01,,,0.03,-0.09,Tournament,2020,,,,,,
N. Utami,Southern Ristan,FW,30,1991,0.86,-0.08,0.05,0.01,,0.09,0.02,,,,-0.04,0.1,Tournament,2020,,,,,,
V. Chun,Southern Ristan,FW,29,1992,1.64,0.09,0.67,0.51,100,0.5,0.52,0.05,-0.06,,0.08,-0.05,Tournament,2020,,,,,,
W. Namubiru,Southern Ristan,FW,20,2001,0.38,2.46,0.06,-0.01,,-0.05,0.01,,,,0.01,-0.03,Tournament,2020,,,,,,
X. Nakanwagi,Southern Ristan,FW,28,1993,1.93,1.04,3.02,1.02,33.34,3.06,1.08,0.36,0.91,,0.04,-0.01,Tournament,2020,,,,,,
K. Clark,Southern Ristan,FWMF,34,1987,3.74,0.88,2.07,1.09,50.02,2.14,1.09,0.48,0.68,,-0.03,0.1,Tournament,2020,,,,,,
B. Mansour,Southern Ristan,GK,33,1988,3.5,0.02,-0.07,0.09,,-0.07,-0.07,,,,0.05,-0.02,Tournament,2020,,,,,,
L. Msowoya,Southern Ristan,GK,29,1992,0.61,-0.01,0.06,-0.02,,-0.03,-0.04,,,,0.04,0.05,Tournament,2020,,,,,,
Y. Ruggiero,Southern Ristan,GK,29,1992,4.06,-0.04,-0.02,0.04,,0,0.03,,,,0.02,-0.07,Tournament,2020,,,,,,
A. Acheng,Southern Ristan,MF,25,1995,4.18,-0.09,0.75,-0.03,-0.01,0.77,0.02,0.05,,,0,0.06,Tournament,2020,,,,,,
C. Mitrovi?,Southern Ristan,MF,26,1995,1.02,0.03,0.08,0.01,,-0.05,-0.04,,,,-0.04,0.1,Tournament,2020,,,,,,
H. Leong,Southern Ristan,MF,24,1997,6.44,0.35,1.06,0.53,43,1.02,0.47,0.24,0.75,,0.01,0.06,Tournament,2020,,,,,,
I. Reilly,Southern Ristan,MF,32,1989,7,0.15,0.95,0.56,57.02,0.93,0.62,0.24,0.33,,-0.05,0.01,Tournament,2020,,,,,,
J. Kondowe,Southern Ristan,MF,30,1991,4.08,0.05,0.32,-0.08,0.02,0.19,0,0.09,,,-0.04,0.05,Tournament,2020,,,,,,
M. Dhlamini,Southern Ristan,MF,20,2001,0.58,-0.04,2.08,1.99,100.06,2.05,1.99,0.01,0.05,,-0.09,0.02,Tournament,2020,,,,,,
O. Salonen,Southern Ristan,MF,32,1989,1.04,-0.02,-0.04,-0.01,,-0.07,-0.02,,,,0.06,0.09,Tournament,2020,,,,,,
"V. Meijer, Meyer",Southern Ristan,MF,22,1999,0.61,0,-0.05,-0.02,,-0.04,0.09,,,,-0.08,0,Tournament,2020,,,,,,
X. Boateng,Southern Ristan,MF,27,1994,0.45,0.01,1.98,2.05,100.02,2.14,2.22,0.02,0.01,,0.05,-0.08,Tournament,2020,,,,,,
A. Lefevre,Southern Ristan,MFFW,30,1991,5.02,0.11,1.19,0.87,66.65,1.09,0.72,0.22,0.18,,0,0.05,Tournament,2020,,,,,,
I. Permana,Southern Ristan,MFFW,28,1993,3.55,0.07,0.3,0.03,-0.07,0.27,-0.02,0.08,,,-0.04,-0.04,Tournament,2020,,,,,,
O. Nalubega,Southern Ristan,MFFW,28,1993,4.6,0.26,1.17,0.07,-0.01,1.08,0.07,0.13,,,0.01,0.08,Tournament,2020,,,,,,
C. Martino,Southslands,DF,25,1996,0.85,0.09,0,0.08,,-0.08,0.02,,,,0.06,0.02,Tournament,2020,,,,,,
D. bin Salleh,Southslands,DF,29,1992,6.03,0.19,1.75,0.16,9.12,1.78,0.1,0.07,1.02,,0.09,-0.08,Tournament,2020,,,,,,
I. Najjemba,Southslands,DF,29,1992,2.09,-0.05,0.92,0.49,49.96,1.05,0.56,0.01,0.05,,0.02,-0.06,Tournament,2020,,,,,,
O. Demirovi?,Southslands,DF,22,1999,2.97,0.09,0.38,-0.05,-0.08,0.37,0.09,0.01,,,-0.09,0,Tournament,2020,,,,,,
P. Laker,Southslands,DF,29,1992,0.79,-0.05,1.18,0.08,-0.04,1.3,0.03,0.04,,,0.05,0.04,Tournament,2020,,,,,,
X. Nalukenge,Southslands,DF,31,1990,4.08,-0.07,0.54,0.07,-0.04,0.55,-0.08,0.03,,,-0.01,0.01,Tournament,2020,,,,,,
E. Maganga,Southslands,DFMF,25,1996,0.22,0.02,0.06,0.05,,-0.08,0.05,,,,-0.01,-0.1,Tournament,2020,,,,,,
U. Quaye,Southslands,DFMF,31,1990,2.29,-0.09,0,-0.03,,-0.06,0.06,,,,-0.03,-0.07,Tournament,2020,,,,,,
A. Saidi,Southslands,FW,25,1996,1.15,-0.07,1.89,0.89,49.98,1.82,0.86,-0.04,0.07,,-0.05,0.05,Tournament,2020,,,,,,
E. Hussain,Southslands,FW,20,2001,2.65,0.03,0.35,0.07,0.02,0.39,0.08,-0.05,,,0.1,-0.01,Tournament,2020,,,,,,
E. Matambo,Southslands,FW,32,1989,2.02,0.02,0.48,0.46,99.98,0.46,0.49,-0.02,-0.09,,-0.07,0.05,Tournament,2020,,,,,,
E. Nassuna,Southslands,FW,27,1994,0.78,0.09,0.1,0.1,,0,-0.02,,,,0.01,-0.07,Tournament,2020,,,,,,
H. Gomani,Southslands,FW,33,1987,0.4,0.05,6.74,3.32,50.09,7.18,3.61,0.07,-0.07,,-0.04,-0.06,Tournament,2020,,,,,,
J. Møller,Southslands,FW,19,2002,0.15,-0.04,0.04,-0.08,,0.07,-0.03,,,,0.06,0.04,Tournament,2020,,,,,,
M. Suryana,Southslands,FW,30,1990,1.16,-0.1,5.51,2.79,50.07,5.33,2.7,0.01,-0.02,,-0.01,0.04,Tournament,2020,,,,,,
R. binti Hassan,Southslands,FW,21,2000,2.8,0.03,2.55,1.49,57.12,2.5,1.36,-0.07,-0.06,,-0.02,0.04,Tournament,2020,,,,,,
S. Sarpong,Southslands,FW,34,1987,0.97,0.02,0.99,0.07,0.09,1.02,-0.02,-0.07,,,0.07,-0.04,Tournament,2020,,,,,,
W. Aceng,Southslands,FW,26,1995,1.65,-0.01,1.96,-0.06,0.08,1.87,-0.08,-0.08,,,-0.04,0.08,Tournament,2020,,,,,,
D. Pathan,Southslands,FWDF,29,1992,2.35,-0.09,0.81,0.38,50.01,0.9,0.42,0.06,0.05,,-0.06,-0.07,Tournament,2020,,,,,,
