Player,Nation,Pos,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
G. Taruvinga,Nganion,GK,Swift Bison,28,1990,14.61,-0.01,0.05,0.01,,-0.04,0.03,,,,-0.07,-0.07,-0.09,0,-0.06,,-0.03,0.1,E,2020
Y. Nakkazi,Dosqaly,MF,Swift Bison,28,1991,21.1,0,0.39,0.07,10.07,0.47,0.13,-0.08,0.09,17.32,-0.05,-0.06,-0.05,-0.03,0.01,0.02,-0.03,-0.05,E,2020
B. Reyes,Esian Republic,MF,Swift Bison,26,1993,20.15,0.13,0.82,0.23,23.57,0.84,0.15,0.15,0.3,22.82,0.01,-0.05,0.07,-0.04,-0.04,0.05,0.05,0.06,E,2020
B. Tong,Nganion,MF,Swift Bison,22,1997,23.08,0.02,0.87,0.14,27.88,0.75,0.14,0.16,0.39,17.21,0.09,-0.05,0.07,0.05,0.01,0.07,0,-0.07,E,2020
G. Namuganza,Rarita,MF,Swift Bison,30,1989,33.63,0.25,0.89,0.21,34.5,0.88,0.31,0.08,0.3,28.34,0.57,0.08,0.22,0.16,0.15,0.01,0.01,0.12,E,2020
W. Ghosh,Eastern Sleboube,MFFW,Swift Bison,28,1990,10.33,0.16,2.14,0.77,33.36,2.11,0.66,0.1,0.08,19.29,0.05,0.05,-0.08,0.32,0.36,0.07,-0.18,-0.09,E,2020
B. Kwek,Greri Landmoslands,MFFW,Swift Bison,22,1996,14.02,0.19,1.61,0.65,39.09,1.59,0.57,0.05,0.25,21.22,-0.04,-0.04,0.03,0.01,0.09,0.13,0.07,0.07,E,2020
E. Obbo,Landli Blicporlip,MFFW,Swift Bison,18,2001,5.1,0.35,2.22,0.88,36.44,2.28,0.72,0.16,0.57,21.9,0.07,-0.05,-0.03,0.21,0.23,0.07,0.19,0.24,E,2020
K. Mukwaya,Nganion,MFFW,Swift Bison,19,2000,24.94,0.13,1.28,0.43,27.3,1.31,0.41,0.21,0.5,15.28,0.06,-0.07,0.01,0.11,0.07,0.04,0.07,0.1,E,2020
L. Kagoya,Nganion,MFFW,Swift Bison,20,1999,0.27,-0.07,0.09,-0.01,,-0.08,-0.08,,,,0.05,-0.04,-0.05,-0.03,-0.07,,-0.02,0.05,E,2020
S. Nakasi,Nganion,MFFW,Swift Bison,22,1997,4.55,0.39,1.68,0.59,37.53,1.8,0.57,0.24,0.77,13.19,0.01,-0.07,-0.03,0.27,0.28,0.3,0.07,0.08,E,2020
O. Alon,Dosqaly,DF,Swift Marauders,28,1990,3.06,0.09,1.05,0.26,33.4,0.91,0.34,0.09,0.09,22.23,0.05,0,-0.01,-0.06,0.03,-0.01,-0.1,-0.11,E,2020
N. More,Janmico,DF,Swift Marauders,28,1991,17.09,0.05,0.12,-0.07,0.02,0.13,0.04,0.04,,18.92,-0.09,-0.07,-0.07,-0.01,-0.03,0.06,0.05,0.01,E,2020
D. Gauthier,Lefghau,DF,Swift Marauders,30,1988,14.85,0.06,0.54,-0.06,-0.01,0.38,0.06,0.07,,11.11,0.08,0,0.06,-0.05,0.09,0.14,-0.08,0.05,E,2020
B. Ogwang,Nganion,DF,Swift Marauders,23,1995,11.7,-0.1,0.01,-0.04,,-0.04,-0.03,,,,0.03,-0.04,-0.06,0.07,-0.08,,0.05,0.08,E,2020
E. Giraud,Nganion,DF,Swift Marauders,21,1998,5.22,0.01,0.14,0.22,99.97,0.26,0.24,-0.03,-0.07,17.08,0.04,0.05,0.1,-0.02,0.07,0.34,-0.07,-0.06,E,2020
G. Rizzo,Nganion,DF,Swift Marauders,22,1997,3.27,0.09,0.64,-0.08,-0.1,0.57,-0.02,-0.08,,11.1,-0.09,0.1,-0.09,-0.02,-0.03,0,0.06,0.05,E,2020
Q. Kayondo,Nganion,DF,Swift Marauders,19,2000,14.06,0.06,0.26,0.07,20.01,0.38,0.01,0.01,-0.03,23.19,0.05,-0.09,0.08,-0.01,-0.02,0.02,0.02,0.04,E,2020
S. Jimoh,Nganion,DF,Swift Marauders,30,1989,27.67,0.03,0.49,0.15,20,0.45,0.12,0.09,0.05,19.82,-0.02,0.01,0.1,0.11,0.11,0.15,0.03,-0.05,E,2020
Z. Maneno,Nganion,DF,Swift Marauders,33,1986,15.47,-0.08,0.12,0.02,0.06,0.15,0.02,-0.01,,24.65,-0.07,0.01,-0.04,-0.05,0.03,-0.06,0.06,0.04,E,2020
Q. Tng,Western Niasland,DF,Swift Marauders,30,1989,25.02,0.08,0.97,0.4,36.39,0.92,0.37,0.23,0.45,9.57,0.09,-0.06,0.1,0.08,0.06,-0.02,0.01,0.13,E,2020
D. Akugizibwe,Imaar Vircoand,DFMF,Swift Marauders,30,1989,0.59,-0.05,5.02,0.08,-0.08,4.83,-0.08,-0.07,,16.43,-0.07,0.06,0.01,0.21,0.17,0.02,-0.13,-0.18,E,2020
F. Rosario,Nganion,DFMF,Swift Marauders,29,1989,27.38,0.07,0.59,0.36,60,0.45,0.32,0.29,0.51,13.11,-0.01,-0.1,-0.03,0.03,-0.04,0.07,0.07,0.02,E,2020
S. Dlamini,Nganion,DFMF,Swift Marauders,21,1998,12.02,0.17,0.96,0.32,41.64,0.96,0.41,0.16,0.28,17.28,-0.06,-0.08,-0.01,0.11,0.19,0.09,-0.15,-0.05,E,2020
F. Harutyunyan,Central Namemo Laand,FW,Swift Marauders,21,1998,0.08,0.01,0.02,0.02,,0.03,-0.05,,,,0.05,-0.03,0.02,-0.01,0.05,,-0.07,-0.03,E,2020
E. Chebet,Imaar Vircoand,FW,Swift Marauders,25,1993,20.02,-0.05,2.36,0.79,30.38,2.38,0.66,0.03,0.06,11.83,-0.06,0.01,-0.07,0.09,0.25,0.17,-0.16,-0.05,E,2020
L. Maleki,Imaar Vircoand,FW,Swift Marauders,28,1991,6.35,0.11,1.08,1.01,85.7,1.11,0.97,0.11,0.22,15.67,-0.05,-0.05,-0.04,0.17,0.15,0.19,-0.03,-0.13,E,2020
I. Castro,Nganion,FW,Swift Marauders,24,1994,11.97,0.33,2.83,1.2,42.45,2.73,1.23,0.13,0.3,19.99,0.23,0.03,0.11,0.29,0.19,0.04,0.02,-0.03,E,2020
V. Yohane,Imaar Vircoand,FWMF,Swift Marauders,22,1997,11.37,-0.02,1.78,0.16,9.94,1.71,0.24,-0.04,-0.07,19.6,0.09,0.09,0.05,0.02,0.18,0.11,-0.16,-0.11,E,2020
C. Nanyonga,Nganion,FWMF,Swift Marauders,18,2001,2.08,-0.01,1.93,1.46,75.04,1.91,1.51,-0.01,-0.01,22.39,0.09,0.08,0.1,-0.03,-0.03,0.12,0.04,0,E,2020
Z. Muratovi?,Nganion,FWMF,Swift Marauders,22,1997,9.64,0.06,1.81,0.78,38.89,1.9,0.79,0.01,0.07,15.99,0,-0.05,-0.02,0.1,0.12,0.13,-0.1,-0.08,E,2020
Y. Sunday,Northern Ramo Rastemoa,FWMF,Swift Marauders,27,1991,19.16,0.28,2.37,0.73,33.2,2.35,0.8,0.19,0.19,13.36,-0.05,0.07,0.1,0.27,0.21,0.19,-0.11,-0.09,E,2020
K. Darawshi,Nganion,GK,Swift Marauders,29,1989,1.93,-0.03,0.04,0,,-0.04,-0.06,,,,-0.02,-0.09,-0.02,-0.03,0.01,,-0.05,-0.09,E,2020
V. Vincent,Nganion,GK,Swift Marauders,37,1981,35.83,-0.04,-0.08,0.02,,0.02,-0.09,,,,-0.09,0.03,-0.03,0.02,0.03,,-0.07,-0.02,E,2020
I. Nalweyiso,Nganion,MF,Swift Marauders,22,1996,33.35,-0.03,0.88,0.17,10.22,0.95,0.02,0.1,0.02,29.89,0.03,-0.04,0.15,0.03,0,0.08,0.03,-0.1,E,2020
T. Marufu,Nganion,MF,Swift Marauders,30,1989,2.71,0.07,-0.09,0.05,,-0.02,0.04,,,,-0.05,-0.09,-0.01,-0.03,0.09,,0.1,0.03,E,2020
Y. Norouzi,Nganion,MF,Swift Marauders,32,1987,5.24,0.14,1.35,1.23,99.96,1.3,1.27,0.19,0.21,15.13,-0.04,-0.02,-0.02,0.23,0.22,0.25,-0.11,-0.11,E,2020
I. Moreau,Nganion,MFDF,Swift Marauders,31,1987,18.72,0.04,0.62,-0.01,10.07,0.44,-0.04,-0.07,0.06,27.24,0.06,0.02,0.08,0,-0.02,-0.02,0.03,0.01,E,2020
D. Bagheri,Nganion,MFFW,Swift Marauders,19,1999,1.98,0.06,-0.02,0.05,,-0.06,0,,,,0.06,0.08,-0.03,0.01,0,,0.06,-0.03,E,2020
F. Obua,Nganion,MFFW,Swift Marauders,25,1993,29.43,0.08,1.73,0.38,17.29,1.81,0.33,0.04,0.3,23.55,0,-0.03,-0.07,0.05,0.1,0.15,-0.01,-0.09,E,2020
L. Bergmann,Nganion,MFFW,Swift Marauders,27,1992,15.17,0.12,2.46,1,37.85,2.42,0.93,-0.06,0.01,25.45,0.79,0.13,0.01,0.11,0.13,0.11,-0.14,-0.06,E,2020
Y. Atuheire,Nganion,MFFW,Swift Marauders,21,1997,12.4,0.01,0.16,-0.03,-0.03,0.21,-0.08,-0.07,,18.15,0.1,0,0.09,0.06,0.06,-0.02,-0.02,-0.04,E,2020
I. Manuel,Biarizea,DF,Ultimate Penguins,30,1989,15.91,-0.03,0.48,0.22,33.39,0.53,0.09,0.09,0.36,12.71,0.1,-0.05,0.09,0.15,-0.02,0.07,0.03,0.1,E,2020
B. Turinawe,Lefghau,DF,Ultimate Penguins,29,1989,13.11,0.13,0.47,0.08,40.05,0.34,0.16,0.3,0.45,13.55,-0.01,0.08,0.05,0.05,-0.02,0.07,0.04,0.13,E,2020
H. Nieminen,Lefghau,DF,Ultimate Penguins,20,1999,31.59,0.19,0.81,0.1,17.44,0.67,0.06,0.18,0.79,15.78,0.04,-0.09,-0.09,0.13,-0.05,0.02,0,-0.03,E,2020
L. Alqahtani,Nganion,DF,Ultimate Penguins,26,1993,25.27,0.02,0.98,0.34,31.99,0.89,0.25,0,0.07,16.01,-0.09,0.06,0.06,0.01,0.18,0.08,-0.15,-0.08,E,2020
L. Olsson,Nganion,DF,Ultimate Penguins,32,1987,7.07,-0.04,0.28,0,0.01,0.2,-0.03,-0.08,,17.44,0.07,0.01,0.07,0.08,-0.06,-0.01,-0.04,0.06,E,2020
U. Ahebwa,Nganion,DF,Ultimate Penguins,23,1996,15.08,0.01,1.05,0.5,46.72,0.93,0.57,0.16,0.19,18,0.01,0.04,-0.03,0.07,0.1,-0.01,-0.08,-0.05,E,2020
O. Farkas,Pierrema,DF,Ultimate Penguins,27,1991,28.54,0.02,0.45,0.12,29.99,0.34,0.11,-0.05,-0.07,10.51,-0.1,0.09,0.09,0.12,-0.02,0.1,-0.13,0.06,E,2020
G. Mishra,Nganion,DFMF,Ultimate Penguins,28,1991,27.91,0.08,0.83,0.25,23.77,0.8,0.11,0.13,0.65,16.66,0.09,0.07,0.01,0.11,-0.03,0.04,-0.04,0.04,E,2020
P. Kralj,Nganion,FW,Ultimate Penguins,26,1993,21.41,0.17,1.59,0.59,34.37,1.63,0.49,0.14,0.34,12.86,0.05,-0.06,-0.07,0.08,0.19,0.01,-0.01,0.04,E,2020
U. Jansons,Nganion,FW,Ultimate Penguins,25,1993,22.6,0.35,2.18,0.8,36.76,2.27,0.84,0.26,0.49,14.17,0.1,0.05,0.05,0.29,0.35,0.12,0.06,0.08,E,2020
G. Chu,Nganion,FWMF,Ultimate Penguins,18,2000,0.25,0.09,0.02,-0.04,,0.06,-0.04,,,,0.1,-0.09,0.08,0.02,-0.06,,0.07,0.06,E,2020
T. Amer,Nganion,FWMF,Ultimate Penguins,26,1993,2.86,0.37,2.47,1,42.82,2.37,1.01,0.23,0.28,13.41,-0.06,-0.06,0,0.53,0.42,0.22,-0.15,-0.01,E,2020
"K. Jao,",Nganion,GK,Ultimate Penguins,29,1990,32.12,-0.02,0,-0.09,,0.01,0.08,,,,-0.08,-0.07,-0.01,-0.08,-0.09,,-0.02,-0.04,E,2020
O. Hamdan,Nganion,GK,Ultimate Penguins,21,1998,5.85,0.05,0.03,0.04,,-0.07,-0.04,,,,-0.04,-0.09,-0.06,-0.06,0.01,,-0.06,0.04,E,2020
U. Lang,Central Namemo Laand,MF,Ultimate Penguins,23,1996,2.17,0.02,1.33,0.08,0.01,1.39,0.02,0.06,,26.15,-0.07,0,0.08,0.07,-0.02,0,-0.13,0.01,E,2020
I. Mwale,Greri Landmoslands,MF,Ultimate Penguins,27,1992,10,-0.09,0.7,0.24,33.36,0.65,0.28,-0.07,0.06,21.16,0.1,-0.01,0,0.08,0.04,0.16,-0.09,0.01,E,2020
C. Sung,Imaar Vircoand,MF,Ultimate Penguins,25,1994,10.37,0.15,1.09,0.37,25.07,1.11,0.38,0.09,0.4,19.6,0.04,-0.07,-0.05,0.19,0.03,0,0.09,-0.02,E,2020
L. Kimbugwe,Newgan Ruland,MF,Ultimate Penguins,32,1986,22.64,-0.01,0.46,0.09,33.29,0.45,0.23,-0.01,-0.07,21.03,0.06,0.07,-0.01,-0.02,0.02,0.12,-0.01,0.03,E,2020
B. Mabika,Nganion,MF,Ultimate Penguins,18,2000,0.97,0.03,0.07,0,,0,0.07,,,,-0.05,0.09,-0.08,-0.03,0.05,,-0.04,-0.04,E,2020
C. Cudjoe,Nganion,MF,Ultimate Penguins,22,1997,7.68,0.04,0.8,0.19,16.76,0.71,0.16,0.08,0.05,6.51,-0.07,0.07,0.01,0.16,0.16,0.13,-0.11,-0.1,E,2020
N. Picard,Nganion,MF,Ultimate Penguins,32,1987,4.15,0.04,0.85,0.15,25.05,0.93,0.3,0.01,0.04,12.91,-0.03,0.08,-0.07,0.08,0.1,0.13,-0.03,-0.11,E,2020
I. Tukahirwa,Dosqaly,MFFW,Ultimate Penguins,26,1993,29.23,0.24,3.52,1.43,39.65,3.42,1.35,0.02,0.11,20.77,0.26,0.12,-0.02,0.25,0.26,-0.03,0.03,-0.1,E,2020
Z. Hansson,Newgan Ruland,MFFW,Ultimate Penguins,19,2000,3.82,0.08,1.52,0.56,33.37,1.65,0.48,0.07,0,23.46,-0.09,-0.07,0.04,0.09,-0.01,-0.05,0.01,-0.09,E,2020
G. Matei,Nganion,MFFW,Ultimate Penguins,27,1991,8.77,0.25,2.13,0.6,31.65,2.15,0.71,0.06,0.34,21.15,0.3,0.05,0.04,0.15,0.27,0.14,0.05,-0.02,E,2020
I. Babirye,Nganion,MFFW,Ultimate Penguins,21,1998,8.29,0.2,1.39,0.44,33.3,1.42,0.47,0.18,0.25,20.67,0.05,-0.06,0.01,0.08,0.17,0.13,-0.05,-0.07,E,2020
M. Nanzala,Nganion,MFFW,Ultimate Penguins,38,1981,22.92,0.39,1.32,0.42,34.45,1.43,0.44,0.17,0.6,19.96,0.13,0.12,0.04,0.15,0.21,0.15,0.11,0.06,E,2020
R. Adamu,Nganion,MFFW,Ultimate Penguins,28,1991,35.03,0.19,1.43,0.47,29.83,1.28,0.5,0.06,0.24,21.04,0.21,0.13,0.12,0.22,0.1,0.1,-0.1,-0.12,E,2020
C. Kakayi,Dosqaly,DF,Black Coyotes,21,1997,31.39,0.12,1.65,0.55,34.78,1.67,0.44,0.16,0.42,17.81,0.07,0.06,-0.03,0.08,0.09,0,0.13,-0.04,RFL,2020
V. It?,Mico,DF,Black Coyotes,30,1989,13.71,0.06,0.43,0.08,16.71,0.47,0.08,-0.08,-0.06,8.99,-0.01,0.04,-0.06,0.08,-0.02,0.01,0.07,-0.07,RFL,2020
T. Candia,Quewenia,DF,Black Coyotes,26,1992,4.31,-0.06,0.18,-0.05,0,0.21,-0.01,0.07,,29.65,-0.01,0.08,0.01,-0.08,0.01,0.07,0.03,0.03,RFL,2020
B. Kiyimba,Rarita,DF,Black Coyotes,26,1993,1.92,-0.06,0.52,0.61,99.9,0.58,0.48,-0.02,-0.02,24.12,-0.08,0.08,-0.08,0.1,0.03,0.04,-0.04,-0.01,RFL,2020
C. Tukamushaba,Rarita,DF,Black Coyotes,24,1995,34.32,-0.01,0.37,0.09,21.48,0.48,-0.01,0.15,0.26,8.87,0.07,-0.09,-0.1,0.03,-0.01,0.09,0.09,0.03,RFL,2020
K. Shibata,Rarita,DF,Black Coyotes,28,1990,16.23,-0.09,0.4,-0.1,0.07,0.22,0.05,0.07,,10.85,-0.03,0.03,-0.04,0.06,0.12,0.15,0,0,RFL,2020
Q. bin Ismail,Rarita,DF,Black Coyotes,23,1996,4.54,-0.01,0.69,-0.03,-0.09,0.72,0.01,-0.1,,7.34,0.04,0.04,0.03,0.03,0.11,0.1,-0.12,-0.1,RFL,2020
T. Larsson,Rarita,DF,Black Coyotes,19,1999,7.59,-0.07,0.45,0.17,50.02,0.53,0.24,0.01,0.07,15.55,-0.09,0.08,0.05,0.06,0.12,-0.05,-0.06,0,RFL,2020
T. Okoro,Rarita,DF,Black Coyotes,25,1994,19.23,0.01,0.1,0.02,-0.04,0.13,0.08,-0.05,,26.04,-0.03,-0.02,0.03,-0.09,0.04,0.11,0.08,0.05,RFL,2020
S. Rizzo,Sobianitedrucy,DF,Black Coyotes,22,1996,17.98,0.1,0.72,0.12,15.41,0.73,0.15,0.09,0.44,22.79,0.03,0.05,0.04,0.04,-0.04,0.08,-0.03,0.12,RFL,2020
K. Nasution,Greri Landmoslands,FW,Black Coyotes,23,1995,0.76,-0.07,2.92,-0.02,0.07,3.09,0.01,-0.09,,9.99,0.03,-0.1,0.06,0.4,0.44,0.2,-0.53,-0.47,RFL,2020
G. Muleya,Manlisgamncent,FW,Black Coyotes,25,1993,15.45,0.68,2.65,1.22,47.59,2.65,1.3,0.25,0.65,14.11,0.09,0.1,0.03,0.53,0.42,0.2,0.27,0.2,RFL,2020
Q. Virtanen,Nkasland Cronestan,FW,Black Coyotes,24,1995,13.02,0.38,3.41,0.87,26.79,3.35,0.91,-0.04,0.11,15.63,-0.09,0.19,0.33,0.4,0.26,0.03,-0.13,-0.3,RFL,2020
I. Tabu,Rarita,FW,Black Coyotes,17,2002,0.19,-0.09,-0.07,0.1,,0.08,0.02,,,,-0.05,-0.06,-0.07,0.1,0,,0.06,0.07,RFL,2020
K. Kazlo?,Rarita,FW,Black Coyotes,37,1981,15.14,0.7,4.21,1.28,28.53,4.12,1.17,0.13,0.53,15.88,0.53,0.2,0.16,0.67,0.48,0.16,0.08,0.05,RFL,2020
W. Martinez,Rarita,FW,Black Coyotes,20,1999,15.59,0.4,2.86,1.05,33.32,2.98,0.9,0.21,0.31,15.6,0.06,-0.1,0.07,0.39,0.38,0.04,0.16,0.01,RFL,2020
"V. Meijer, Meyer",Southern Ristan,FWDF,Black Coyotes,20,1999,7.58,0.09,1.22,0.21,22.14,1.12,0.35,0.11,0.48,16.47,-0.07,0.02,-0.06,0.16,0.08,0.15,0.06,0.08,RFL,2020
B. Madondo,Rarita,FWMF,Black Coyotes,24,1995,13.37,0.2,2.22,0.6,25.74,2.3,0.63,0.03,0.16,16.92,0.08,-0.03,-0.05,0.18,0.29,0.17,-0.01,0.03,RFL,2020
D. Makumbi,Rarita,FWMF,Black Coyotes,17,2001,0.38,-0.09,-0.03,-0.09,,0.01,0.01,,,,-0.03,0.1,-0.09,-0.08,-0.03,,0.03,0.04,RFL,2020
P. bin Ibrahim,Rarita,FWMF,Black Coyotes,25,1993,15.17,0.12,2.1,0.8,38.64,2.08,0.87,0.1,0.09,23.93,0.05,0.09,0.08,0.04,0.18,-0.02,-0.01,0.04,RFL,2020
J. Turyasingura,Rarita,GK,Black Coyotes,36,1982,1.09,-0.06,-0.07,0.08,,0.03,0.04,,,,0.01,-0.03,-0.09,0.09,0.07,,-0.09,0.07,RFL,2020
A. Khainza,Sobianitedrucy,GK,Black Coyotes,20,1999,35.69,-0.09,-0.09,0.02,,0.01,0.1,,,,0.05,0.04,-0.03,0.07,0.07,,-0.04,-0.03,RFL,2020
H. Peh,Unicorporated Tiagascar,GK,Black Coyotes,32,1987,1.38,0.06,-0.08,-0.09,,-0.06,0.04,,,,-0.05,-0.02,0,0.06,-0.08,,0,-0.07,RFL,2020
F. Chin,Rarita,MF,Black Coyotes,21,1997,27.57,0.13,0.61,0.02,6.67,0.48,0.09,0,1.02,26.74,0.14,0.05,-0.05,-0.05,0.04,0.07,0.03,0.1,RFL,2020
I. Fong,Rarita,MF,Black Coyotes,19,2000,0.33,0.02,-0.05,0.02,,-0.07,0.01,,,,-0.08,0.01,-0.04,-0.03,-0.09,,-0.09,-0.04,RFL,2020
O. Wanjala,Rarita,MF,Black Coyotes,22,1996,32.39,0.03,1.15,0.25,29.73,1.11,0.44,0.03,0.23,17.9,-0.08,-0.01,-0.04,0.16,0.08,0,0.02,-0.06,RFL,2020
Q. Wang,Rarita,MF,Black Coyotes,33,1986,7.61,-0.01,0.85,0.08,16.73,0.78,0.14,0.01,0.05,21.27,0.23,0.03,-0.05,0.02,0.07,0.01,0.07,0.04,RFL,2020
B. Yousefi,Rarita,MFFW,Black Coyotes,28,1991,0.87,-0.06,2.5,0.06,0.02,2.51,0.09,0.04,,18.77,0.07,0.06,0.04,0.2,0.22,0.11,-0.17,-0.1,RFL,2020
H. Che,Rarita,MFFW,Black Coyotes,29,1989,14.87,0.27,3.03,0.98,31.71,2.97,0.84,-0.01,0.15,19.93,-0.03,0.07,-0.04,0.26,0.24,0.1,-0.08,-0.11,RFL,2020
S. Nabasa,Rarita,MFFW,Black Coyotes,21,1997,12.32,-0.01,2.86,1.03,38.26,2.83,0.97,0.08,-0.01,19.9,0,-0.05,0.05,0.25,0.11,0.13,-0.1,-0.18,RFL,2020
M. Arifin,Unicorporated Tiagascar,MFFW,Black Coyotes,25,1993,6.06,-0.09,0.97,0.26,33.29,1.1,0.41,-0.02,0.05,17.8,-0.03,-0.08,0.08,0.14,0.04,0.15,-0.11,0.02,RFL,2020
K. Mawanda,Varijitri Isles,MFFW,Black Coyotes,25,1994,30.07,0.23,3.36,0.98,31.31,3.4,1.02,0.16,0.23,21.78,0.34,0.11,0.07,0.24,0.32,0.14,0.04,-0.08,RFL,2020
A. Hasibuan,Rarita,DF,Educated Avengers,25,1993,21.69,0.04,0.14,-0.07,0.03,-0.04,-0.03,0,,23.54,-0.06,0.07,0,-0.02,-0.1,-0.05,0.03,-0.02,RFL,2020
L. Tambala,Rarita,DF,Educated Avengers,34,1985,21,0.04,0.64,0.24,41.74,0.47,0.17,-0.04,0.06,25.71,-0.07,-0.04,0.05,-0.07,0.07,-0.06,-0.08,-0.1,RFL,2020
S. Hashemi,Rarita,DF,Educated Avengers,29,1989,31.94,0,0.59,0.13,27.89,0.47,0.15,0.13,0.16,7.53,-0.05,-0.02,0.01,0.12,0.04,0.02,0,-0.11,RFL,2020
T. Audu,Rarita,DF,Educated Avengers,26,1992,37.91,0.09,0.55,0.13,19.95,0.51,0.11,0.01,0.59,8.26,-0.1,0.01,0.09,0.15,0.11,0.21,0.03,-0.11,RFL,2020
V. Mansoor,Rarita,DF,Educated Avengers,30,1989,17.01,-0.01,0.09,-0.1,,0.02,-0.02,,,,0.01,0,-0.04,-0.03,-0.05,,0,0.04,RFL,2020
U. Quaye,Southslands,DF,Educated Avengers,28,1990,6.38,0.06,0.4,0,-0.07,0.4,-0.06,0.07,,10.52,0.02,0.01,0,-0.07,0.02,0.06,-0.05,-0.13,RFL,2020
G. Kou,Rarita,DFMF,Educated Avengers,30,1988,20.98,0.09,0.64,0.17,28.55,0.66,0.2,-0.03,0,22.45,0.02,-0.04,-0.06,0.01,0.01,0.07,-0.12,-0.05,RFL,2020
I. Y?ld?r?m,Galamily,FW,Educated Avengers,27,1992,9.14,0.23,2.03,1.16,55.62,2,1.06,0.12,0.15,12.67,0.09,-0.05,0,0.47,0.34,0.13,-0.13,-0.28,RFL,2020
H. Ebrahimi,Rarita,FW,Educated Avengers,17,2002,-0.07,-0.01,-0.07,-0.02,,0.02,-0.03,,,,-0.09,0.07,-0.09,0.09,0.06,,0.05,-0.05,RFL,2020
N. Chaw,Rarita,FW,Educated Avengers,30,1989,22.48,0.41,3,1.13,39.39,2.92,1.22,0.17,0.31,17.16,0.04,0.04,0,0.44,0.28,0.02,-0.06,0.06,RFL,2020
W. Barbieri,Rarita,FW,Educated Avengers,29,1989,14.97,0.43,2.67,0.83,28.12,2.58,0.76,0.14,0.5,15.31,-0.1,-0.02,0.16,0.36,0.33,0.03,-0.04,-0.04,RFL,2020
X. Thomas,Rarita,FW,Educated Avengers,27,1991,27.2,0.59,2.3,1.07,43.89,2.44,0.93,0.26,0.43,10.16,-0.06,0,0.04,0.56,0.49,0.26,0.01,0.06,RFL,2020
F. Ithungu,Rarita,GK,Educated Avengers,27,1992,38.02,-0.06,-0.07,0.02,,-0.03,-0.01,,,,-0.08,0.05,0.03,0.08,-0.06,,0.06,0,RFL,2020
C. Kabagambe,Rarita,MF,Educated Avengers,30,1989,29.05,0,0.55,0.15,27.72,0.53,0.16,-0.04,-0.02,13.64,-0.04,0.09,-0.08,0.12,0.14,0.15,0,-0.09,RFL,2020
C. Lum,Rarita,MF,Educated Avengers,32,1987,5.42,-0.02,0.1,0.08,0.09,0.25,-0.08,0,,17.65,-0.02,0.03,-0.03,-0.07,-0.04,-0.07,-0.03,-0.03,RFL,2020
J. López,Rarita,MF,Educated Avengers,29,1990,35.01,0.11,0.37,-0.01,23.15,0.36,0.08,0.15,0.67,19.3,0.08,-0.08,0.05,0.01,-0.02,0.09,-0.03,0.09,RFL,2020
K. Ramos,Rarita,MF,Educated Avengers,19,1999,37.08,0.04,1.38,0.48,29.24,1.27,0.29,0,0.16,23.54,0.2,-0.05,-0.07,0.02,-0.02,-0.03,-0.08,-0.09,RFL,2020
P. Shehu,Rarita,MF,Educated Avengers,29,1990,0.67,0.08,0.08,0.08,,-0.03,-0.05,,,,-0.08,0.07,0.09,-0.04,-0.05,,-0.02,0,RFL,2020
S. Razaee,Rarita,MF,Educated Avengers,23,1995,8.92,-0.09,0.52,-0.09,0.09,0.48,-0.07,0.01,,15.52,0.06,-0.03,0.02,0.1,0.02,0.07,-0.03,-0.08,RFL,2020
X. Masaba,Rarita,MF,Educated Avengers,28,1990,6.96,0.15,1.68,0.32,18.15,1.64,0.22,0.05,0.44,14.58,0.29,-0.03,0.01,0.12,0.26,0.09,-0.03,0.04,RFL,2020
T. Achan,Southslands,MF,Educated Avengers,27,1992,21.41,0,0.93,0.37,27.22,0.97,0.33,0.18,0.41,18.03,0.05,-0.08,-0.09,0.07,0.16,0.11,0.06,0.01,RFL,2020
Y. Nkhata,Southslands,MF,Educated Avengers,27,1992,5.02,0.15,2.33,0.29,8.34,2.43,0.18,0.03,0.97,15.27,0.44,-0.06,0.07,0.33,0.2,0.01,-0.04,0,RFL,2020
Z. Bibi,Mico,DF,Golden Cadets,29,1990,5.51,-0.05,0.04,0.02,,-0.05,0.03,,,,0.08,0.02,0.1,0.05,0.02,,0.06,0.09,RFL,2020
F. Namukasa,Rarita,DF,Golden Cadets,24,1995,11.01,0.16,0.47,0.26,50.09,0.55,0.3,0.22,0.35,6.9,-0.06,0.01,0.08,0.11,0.16,0.13,-0.05,0,RFL,2020
J. Jackson,Rarita,DF,Golden Cadets,26,1993,26.94,0.1,0.4,0.19,30.73,0.42,0.12,0.06,0.54,15.35,-0.01,0.1,-0.06,0.08,0.02,0.07,0.13,0.11,RFL,2020
P. Dahiru,Rarita,DF,Golden Cadets,23,1995,1.91,-0.01,0.08,-0.06,,-0.03,0,,,,0.1,0.07,-0.02,0.05,0,,-0.09,-0.09,RFL,2020
