"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"2291","R. Kiberu","Nganion","MFFW","Polar Kangaroos",29,1989,13.69,0.25,1.26,0.86,64.75,1.24,0.77,0.27,0.29,13.17,-0.07,0.08,-0.03,0.18,0.06,0.1,0.01,0.03,13.54,32.95,39.19,84.17,439.97,121.52,20.18,22.88,88.33,8.43,10.11,82.65,1.66,2.3,74.17,0.09,0.08,0.1,13.55,1.24,0.91,0.54,0.7,0.12,0.34,1.72,27.36,1.1,19.43,6.07,30.8,3.7,8.9,6.78,2.26,0,0.07,2.2,0.3,1.71,0.35,0.08,"E",2020
"2292","O. Nalubega","Southern Ristan","MFFW","Polar Kangaroos",25,1993,7.07,0.12,2.49,0.79,35.25,2.34,0.93,0.14,0.23,19.46,0.21,0.05,0.09,0.19,0.2,0.16,-0.07,-0.08,7.08,24.81,33.08,74.9,386.96,128.93,16.24,18,89.81,5.23,7.8,68.53,2.73,5.78,47.44,0.24,0.14,0.17,6.91,1.96,1.04,0.89,0.59,0.45,0.74,2.31,31.33,1.66,21.01,5.41,25.76,5.62,9.09,6.5,1.51,0.04,0.03,1.55,0.65,2.56,0.31,-0.04,"E",2020
"2301","F. Nagasha","Nganion","DFFW","Punctual Leopards",22,1996,4.01,0,0.08,-0.02,NA,0.07,0.06,NA,NA,NA,0.09,0.03,0.08,0.05,0.1,NA,-0.02,-0.07,4.16,33.3,40.91,81.03,829.84,234.45,8.56,9.59,89.73,14.96,16.8,88.38,9.77,14.03,69.07,0.07,0.01,-0.04,4.07,0.95,-0.09,1.03,-0.1,-0.09,-0.1,0.52,-0.07,0.57,12.77,3.14,25.01,7.1,5.06,0.54,1.54,0.43,-0.01,0.94,1.05,2.03,5.66,-0.07,"E",2020
"2303","K. Sibanda","Eastern Sleboube","FW","Punctual Leopards",29,1990,8.24,0.33,1.78,0.79,39.94,1.76,0.78,0.2,0.27,16.63,-0.07,-0.05,-0.04,0.27,0.29,0.17,-0.07,-0.03,8.3,16.37,23.66,68.84,198.28,34.08,11.07,14.09,79.39,3.9,6.05,62.63,0.33,1.36,27.27,-0.03,0.14,0.02,8.22,0.24,0.21,0.07,0.2,-0.1,0.21,1.02,11.07,0.94,16.76,3.87,23.03,2,7.28,7.55,1.25,0.09,0.04,1.29,0.69,0.89,0.78,-0.07,"E",2020
"2304","E. Walsh","Nganion","FW","Punctual Leopards",21,1997,0.09,-0.05,0.03,0.01,NA,0.01,0.06,NA,NA,NA,-0.05,0.09,0.03,-0.01,-0.02,NA,0.05,-0.05,0.14,29.96,30.1,100.05,449.99,179.97,10.08,10.03,99.92,20.07,19.92,99.95,0.06,0.06,NA,0.03,-0.09,-0.02,0.15,0.03,-0.05,0.05,-0.07,0.01,0.01,0.09,NA,-0.04,40.04,19.96,50.03,9.94,9.98,20.04,-0.02,0.06,0.02,0.07,0.04,0.02,-0.09,-0.05,"E",2020
"2305","P. Ayd?n","Nganion","FW","Punctual Leopards",31,1987,36.17,0.45,2.2,0.85,39.79,2.2,0.78,0.15,0.22,16.89,0.36,0.2,0.14,0.39,0.29,0.02,-0.06,0.06,36.15,27.55,35.42,77.73,437.95,84.07,14.88,17.85,84.03,8.52,10.68,80.89,2.46,3.53,68.48,-0.01,0.1,-0.07,36.17,0.87,0.66,0.29,0.31,0.28,0.41,0.97,35.27,0.64,14.83,3.98,27.24,2.17,6.12,6.42,0.6,0.08,0.07,0.59,0.46,1.41,0.12,0,"E",2020
"2306","O. Atwine","Janmico","FWMF","Punctual Leopards",25,1994,6.23,0.18,1.12,0.56,42.9,1.17,0.54,0.2,0.24,10.23,0.07,0.03,-0.1,0.17,0.12,0.18,-0.01,0.05,6.26,13.51,19.79,68.36,209.72,42.34,6.99,9.1,76.87,4.17,6.46,65.02,1.27,2.05,61.54,0.21,0.12,0.1,6.13,0.42,0.28,-0.1,0.27,0.09,-0.07,0.21,0.08,0.09,12.24,3.15,26.24,0.67,6.03,5.43,0.87,0.11,0.02,0.9,0.3,0.8,0.42,-0.04,"E",2020
"2307","U. Siziba","Mico","FWMF","Punctual Leopards",24,1995,9.94,0.18,2.97,1.51,50.01,3.09,1.47,0.1,0.11,21.98,0.17,0.07,-0.05,0.18,0.15,-0.03,-0.01,0.07,9.95,35.15,45,78.26,579.54,111.4,18.6,20.86,88.9,11.82,14.54,81.95,3.29,6.34,51.55,-0.09,-0.03,-0.12,9.96,1.9,1.01,0.86,0.83,0.21,0.44,1.8,27.83,1.37,16.39,5.11,31.68,4.9,7.22,3.96,1.92,-0.05,-0.08,1.83,0.26,2.06,0.59,-0.07,"E",2020
"2308","S. Ibraimo","Nganion","FWMF","Punctual Leopards",23,1995,21.5,0.32,2.31,0.73,29.15,2.26,0.64,0.04,0.45,15.53,-0.03,0.01,-0.02,0.35,0.18,0.03,0.09,0.07,21.52,23.1,32.63,70.73,342.28,89.22,13.46,17.07,78.21,6.77,10.33,66.37,1.65,2.45,66.75,0.12,0.04,-0.06,21.57,0.71,0.47,0.19,0.34,0.13,0.15,1.84,10.46,1.56,18.75,4.75,24.9,2.96,9.09,6.53,1.09,0.19,0.07,0.89,0.44,1.06,1.35,-0.02,"E",2020
"2309","S. Sande","Nganion","FWMF","Punctual Leopards",24,1994,0.99,-0.01,1.02,0.02,0.02,1.01,0.06,0.05,NA,19.3,-0.09,-0.07,0,0.02,0,-0.01,0.09,0.05,1.01,14.06,22.99,60.94,205,91.03,8.95,13.96,64.27,5.03,5.08,99.9,-0.03,2.98,-0.01,0.03,0.26,-0.2,1.02,0.04,0.02,-0.04,-0.08,0.03,0.01,2.06,-0.09,2,15.92,0.93,6.37,2.01,11.08,3.05,0.09,-0.02,-0.08,0.05,0.91,0.91,-0.08,0.07,"E",2020
"2310","U. Woo","Nganion","FWMF","Punctual Leopards",32,1986,3.67,0.52,1.71,1.09,66.77,1.58,1.14,0.24,0.18,19.15,0.54,0.31,0.24,0.53,0.31,0.2,-0.08,-0.15,3.58,31.83,45.64,70.13,644.74,216.97,13.11,16.66,78.26,13.03,17.48,74.52,5.23,9.5,55.89,0.19,0.15,0.13,3.59,1.6,1.19,1.06,0.53,0.1,-0.04,0.92,0.01,0.76,20.26,6.12,30.08,7.41,8.65,4.13,1.71,0.26,0.03,1.46,0.24,2.03,1.12,0.03,"E",2020
"2320","F. Akongo","Nganion","MFFW","Punctual Leopards",17,2001,0.14,9.92,9.93,9.91,99.91,6.97,6.93,0.92,0.97,17.72,0.02,-0.08,0.1,-0.09,0.07,0.07,10.06,10.07,0.11,69.99,90,77.75,1270.05,360.04,39.91,50.01,79.99,19.98,19.94,99.97,9.96,19.98,49.92,0.06,-0.05,0.05,0.09,-0.07,0.06,0.01,-0.03,-0.02,-0.02,-0.07,NA,0.02,-0.02,-0.07,NA,0.1,0.06,-0.04,0.01,-0.04,-0.02,-0.02,0.06,0.01,0.07,0.07,"E",2020
"2321","H. Ziegler","Nganion","MFFW","Punctual Leopards",22,1997,16.33,-0.06,1.4,0.53,33.21,1.36,0.58,0.1,-0.07,22.03,-0.07,-0.08,0.07,0.01,0,0.11,-0.17,-0.11,16.39,31.67,41.79,75.67,523.64,163.46,17.01,19.65,86.52,10.41,13.11,79.66,3.02,6.2,50.02,0.13,0.1,0.12,16.49,1.4,0.84,0.6,0.57,0.18,0.82,2.2,33.24,1.45,19.01,4.21,21.71,6.43,7.6,5.02,1.22,-0.08,-0.01,1.22,0.35,1.63,1.66,-0.05,"E",2020
"2322","K. Roger","Nganion","MFFW","Punctual Leopards",25,1994,18.18,0.15,1.11,0.42,47.4,1.08,0.6,0.05,0.16,18.98,-0.01,0.08,0.1,0.13,0.08,0.14,-0.06,-0.11,18.07,36.64,48.48,75.72,629.75,210.19,19.79,22.35,87.83,12.18,15.12,79.75,4.19,7.93,52.39,0.32,0.22,0.06,18.04,1.34,0.88,0.77,0.54,0.09,0.53,1.87,25.71,1.42,17.35,4.32,24.54,5.98,8.54,2.78,1.07,-0.09,-0.02,1.04,0.65,1.93,0.43,-0.02,"E",2020
"2330","A. Bondarenko","Biarizea","FW","Running Bigfoots",23,1995,13.89,0.38,3.2,1.01,31.83,3.17,1.04,0.21,0.32,16.87,0.01,0.07,-0.05,0.13,0.27,0.13,0.19,0.09,13.87,25.06,32.67,76.77,390.75,91.78,13.78,16.03,86.01,8.32,10.27,81.17,1.91,3.8,52.71,0.15,0.1,-0.01,13.91,1.98,1.33,0.55,1.27,0.1,0.38,1.05,31.23,0.78,15.33,5.09,33.33,3.06,7.02,5.11,0.94,-0.03,-0.01,0.88,0.37,2.24,0.91,-0.05,"E",2020
"2331","O. Wong","Biarizea","FW","Running Bigfoots",22,1997,8.82,0.48,2.32,0.86,38.07,2.42,0.94,0.29,0.41,10.85,0,0.08,-0.08,0.37,0.47,0.13,0.1,0,8.78,11.71,17.75,65.65,177.01,25.63,6.97,8.82,80.42,3.48,5.94,57.63,1.11,1.62,60.03,-0.04,0.09,-0.03,8.9,0.94,0.66,0.11,0.86,-0.1,0.13,1.09,11.2,0.99,22,6.05,27.48,3.17,10.56,8.26,0.87,0.32,-0.03,0.65,0.54,1.47,0.75,-0.07,"E",2020
"2332","U. Yong","Byasier Pujan","FW","Running Bigfoots",28,1990,22.97,0.32,2.5,1,43.58,2.45,1.07,0.09,0.23,10.07,-0.07,-0.06,0.06,0.39,0.29,0.16,-0.07,-0.14,22.92,17.06,23.78,71.5,246.01,39.83,9.76,12.88,75.84,5.36,7.61,71.27,0.9,1.42,66.77,0.01,0.04,-0.05,22.98,0.76,0.49,0.09,0.4,0.32,0.24,0.58,26.67,0.45,15.77,4.61,29.85,0.66,7.69,7.39,0.65,0.17,0,0.47,0.28,1,0.91,0.02,"E",2020
"2333","N. Khalil","Dastatesne","FW","Running Bigfoots",27,1992,0.38,0.04,6.62,0.08,0.05,6.89,0.1,0.1,NA,11.21,-0.04,0.08,0.09,0.33,0.32,0.13,-0.3,-0.29,0.21,46.73,63.29,73.75,810.09,250.02,20.02,26.74,74.94,23.23,23.25,100.1,3.34,6.68,50.03,-0.07,0.03,0.02,0.27,3.26,3.3,0.08,0,3.37,-0.06,0.07,NA,-0.08,16.69,10.03,60.08,0.09,3.38,13.22,0.1,0.01,-0.1,-0.09,-0.03,3.4,3.42,0.1,"E",2020
"2334","G. Nadunga","Imaar Vircoand","FW","Running Bigfoots",25,1994,30.59,0.48,2.76,1.02,38.35,2.75,0.96,0.19,0.35,17.05,0.06,0.13,0.18,0.29,0.24,0.13,0.2,0.14,30.52,23.97,31.91,74.81,379.54,92.73,13.51,15.67,86.23,6.94,9.16,75.85,2.36,3.97,57.82,0.07,0.14,-0.04,30.47,1.69,0.96,0.99,0.46,0.25,0.79,2.39,28.72,1.63,16.56,4.65,28.68,4.27,6.39,5.71,1.83,0.2,0.02,1.64,0.57,2.14,0.61,-0.07,"E",2020
"2335","F. Lubowa","Newgan Ruland","FW","Running Bigfoots",31,1988,4.92,0.25,2.67,1.23,46.12,2.63,1.13,0,0.15,11.07,0.02,0.09,-0.07,0.56,0.4,0.1,-0.34,-0.23,4.94,11.59,15.85,73.44,153.14,15.47,7.73,9.8,79.67,2.9,4.03,70.07,0.44,0.45,99.96,-0.06,0.11,-0.01,4.96,0.87,0.8,0.06,0.57,0.15,0.29,0.93,20.03,0.82,12.96,4.27,32.27,0.89,6.1,6.05,1.6,0.18,-0.07,1.4,0.38,1.16,0.28,0.08,"E",2020
"2336","E. Mwesigye","Nganion","FW","Running Bigfoots",18,2001,0.64,0,0.03,-0.03,NA,0.01,-0.09,NA,NA,NA,-0.03,-0.09,-0.03,0.02,0.05,NA,-0.07,-0.01,0.66,34.21,40.02,85.74,404.31,81.39,24.32,24.3,100.1,5.63,5.64,100.04,0.08,4.33,0.05,0.06,0.02,-0.1,0.63,1.48,1.46,0.06,1.44,0.01,0.05,2.82,-0.09,2.79,25.78,5.64,22.28,8.49,11.49,5.67,-0.03,0.01,0.03,0.03,0.09,1.39,-0.04,0.1,"E",2020
"2337","U. Woo","Nganion","FW","Running Bigfoots",32,1986,9.95,0.39,2.87,1.11,42.9,2.87,1.19,0.15,0.2,16.37,0.02,0.1,-0.05,0.29,0.12,0.06,0.02,0.11,9.93,26.35,34.56,76.17,481.88,162.37,12.64,15.42,81.8,10.35,13.05,79.13,3,4.66,65.14,-0.06,0.04,-0.08,10.07,1.25,0.94,0.4,0.42,0.33,0.6,2.46,24.96,1.83,14.01,3.79,26.18,2.64,6.57,4.98,1.08,-0.02,-0.09,0.97,0.2,1.43,0.39,-0.07,"E",2020
"2338","M. Mubangizi","Greri Landmoslands","FWMF","Running Bigfoots",23,1995,1.59,0.05,1.33,1.4,99.91,1.32,1.33,-0.01,0.06,24.22,0.63,0.02,-0.02,0.13,-0.02,0.11,-0.04,-0.1,1.51,28.74,34.67,82.78,458.72,94.71,13.99,15.32,91.36,9.42,11.91,77.86,2.04,2.72,74.93,-0.06,-0.05,0.08,1.56,0.59,0.65,0.09,0.6,0.07,0.68,1.26,49.98,0.57,13.39,5.35,40.08,2.75,9.24,1.34,2,0.02,-0.04,1.91,0.72,1.4,0.03,-0.08,"E",2020
"2339","I. Murakami","Nganion","FWMF","Running Bigfoots",20,1999,0.4,-0.08,-0.08,0.02,NA,0.01,0.02,NA,NA,NA,0.01,0.06,0,0.08,0.02,NA,-0.1,0.05,0.37,25.09,35.02,71.45,377.43,114.92,12.57,15.09,83.23,9.96,15.03,66.63,2.41,2.51,99.92,0.07,-0.06,-0.01,0.34,4.97,2.53,5.05,-0.05,-0.01,2.4,7.42,33.34,4.91,60.08,12.49,20.75,17.4,27.6,14.93,-0.01,0,-0.03,-0.02,-0.04,4.95,-0.04,0.06,"E",2020
"2340","P. bin Ibrahim","Nganion","FWMF","Running Bigfoots",25,1993,8.7,0.07,1.6,0.84,50.06,1.53,0.8,0.15,0.11,22.34,0.24,-0.04,-0.02,0.1,0.01,0.02,0.06,-0.03,8.79,33.84,44.85,75.36,604.73,174.75,16.87,19.68,85.93,12.05,15.18,80.26,4.4,7.67,57.63,0.1,0.17,-0.08,8.63,0.87,0.3,0.53,0.14,0.14,0.55,1.75,33.35,1.12,9.56,3.02,31.24,3.07,5.45,1.08,0.39,0.06,-0.09,0.54,0.16,1.01,0.31,0.01,"E",2020
"2347","G. Agustina","Imaar Vircoand","MFFW","Running Bigfoots",30,1989,12.26,0.2,1.26,0.43,37.44,1.38,0.53,0.26,0.4,12.41,0.04,0.1,0.09,0.1,0.14,0.03,0.16,0.09,12.23,44.8,52.16,85.74,790.32,176.42,21.38,23.51,90.87,17.8,21,84.45,4.84,6.07,79.62,-0.06,-0.01,0.04,12.27,2.63,1.48,1.4,1.05,0.07,0.89,2.95,29.77,2.05,20.89,5.42,25.97,5.69,11.74,3.61,1.27,0.08,-0.02,1.24,0.48,3.01,0.72,0.05,"E",2020
"2348","F. Ngulube","Nganion","MFFW","Running Bigfoots",24,1994,17.68,0.13,1,0.53,62.55,0.99,0.65,0.22,0.26,19.13,-0.03,0.07,0.08,0,0.06,0.12,0.1,0.04,17.71,45.83,56.22,81.52,915.7,229.84,19.75,22.17,89.55,17.16,20.16,84.75,7.82,11.27,69.32,0.21,0.11,0.11,17.7,2.88,1.68,0.7,1.77,0.36,1.92,3.79,51.47,1.91,24.08,6.7,27.53,5.72,11.62,6.55,1.55,0.13,-0.05,1.3,0.41,3.3,0.45,-0.05,"E",2020
"2358","F. Rozman","Imaar Vircoand","FW","Sassy Knights",25,1994,17.76,0.47,3.87,1.51,39.76,3.75,1.55,0.06,0.28,18.04,0.02,0.09,0.08,0.42,0.49,0.17,0.09,0.16,17.7,10.48,18.16,57.3,195.32,47.13,5.26,7.75,66.79,3.29,5.97,54.6,1.83,3.26,55.19,0.19,0.11,-0.02,17.69,1.04,0.91,0.24,0.57,0.19,0.33,0.94,33.23,0.62,19.38,5.19,26.97,1.25,7.95,10.13,1.02,0.04,0.09,0.98,0.14,1.38,0.4,0,"E",2020
"2359","K. Benhamou","Nganion","FW","Sassy Knights",24,1995,4.49,-0.02,1.92,0.46,22.16,2.09,0.4,-0.03,-0.02,14.84,0.07,-0.07,0,0.17,0.12,0.1,-0.28,-0.14,4.42,18.26,26.05,70.07,264.39,49.97,10.94,14.49,75.39,5.72,7.38,78.82,1.08,1.99,55.54,0.2,0.03,0.15,4.53,0.8,0.41,0.09,0.71,0.24,0.08,1.09,-0.07,1.17,26.92,4.58,17.4,2.66,14.08,10.27,1.03,0.06,-0.05,1.16,0.17,1.11,0.29,0.05,"E",2020
"2360","K. Vogel","Nganion","FW","Sassy Knights",31,1988,2.75,0.31,1.84,0.78,39.98,1.83,0.8,0.05,-0.02,16.53,0.05,0.36,0.28,0.51,0.18,0.09,-0.08,-0.08,2.74,22.14,32.29,69.05,328.97,79.25,13.35,15.98,83.74,8.06,11.43,70.99,0.32,2.19,16.76,0.03,0.03,-0.17,2.69,0.05,0.07,0.09,0.06,-0.07,-0.04,0.42,0,0.3,14.39,3.61,25.61,2.13,7.4,4.88,1.19,0.46,-0.05,0.65,0.08,-0.03,0.06,0.04,"E",2020
"2361","L. Ibrahimovi?","Nganion","FW","Sassy Knights",24,1995,7.85,0.11,1.68,0.43,30.75,1.58,0.42,0.1,0.27,15.76,-0.09,0.1,0.03,0.14,0.22,0.13,-0.09,-0.22,7.86,17.26,23.54,73.48,259.5,42.34,10.6,13.23,80.65,5.05,7.12,70.99,1.35,1.74,71.48,0.21,0.22,0.05,7.76,0.18,0.24,0.19,0.2,-0.05,-0.06,0.87,0.06,0.81,19.11,6.12,31.35,1.29,9.86,8.09,0.8,0.02,-0.04,0.92,-0.04,0.36,0.53,-0.04,"E",2020
"2362","M. Acola","Nganion","FW","Sassy Knights",17,2001,0.06,0.03,-0.05,0.06,NA,0.08,-0.08,NA,NA,NA,0.06,0.03,-0.1,0.01,-0.05,NA,0.06,-0.07,0.15,50.04,50.03,99.94,850.1,379.95,30.05,30.02,100.08,9.91,10.07,99.95,10.07,10.01,100.01,0.01,-0.05,-0.08,0.05,0.04,0.09,0.09,0.07,0.08,-0.07,-0.06,NA,0.05,70.03,19.95,28.55,20.09,29.99,20.07,9.99,-0.07,-0.09,10,0.04,-0.09,-0.01,0.04,"E",2020
"2363","T. Jiu","Nganion","FW","Sassy Knights",32,1986,9.77,0.39,2.17,0.78,33.26,2.23,0.72,0.04,0.45,11.54,0.03,0.04,-0.06,0.3,0.3,0.13,-0.04,-0.04,9.84,15.1,26.27,57.49,202.65,41.88,9.86,13.8,71.98,3.81,8.89,43.62,0.5,2,24.95,0.07,0.08,-0.17,9.79,0.93,0.52,0.08,0.44,0.37,0.08,0.42,19.95,0.49,17.76,4.9,27.79,1.3,6.26,10.13,0.92,0.28,-0.08,0.71,0.22,1.42,1.02,0.03,"E",2020
"2364","F. Magaia","Nganion","FWMF","Sassy Knights",21,1997,0.2,0.01,-0.01,0.01,NA,0.08,-0.04,NA,NA,NA,0,0.03,-0.1,0,-0.05,NA,0.02,-0.02,0.12,34.91,34.94,99.91,365,35.03,15.01,15.03,99.95,10.03,10.02,100.02,0.07,0.08,NA,-0.03,0.08,-0.1,0.22,-0.05,0.05,-0.01,0.05,0.05,0.07,0.06,NA,0.08,44.98,19.97,44.39,4.97,24.92,14.98,0.03,0.09,0,0.1,0.05,0.04,-0.06,0.04,"E",2020
"2365","H. Abe","Nganion","FWMF","Sassy Knights",24,1995,8.81,0.29,2.4,0.69,28.54,2.42,0.58,0.04,0.27,16.3,-0.01,0.07,0,0.13,0.09,0,0.14,0.13,8.78,14.75,20.25,72.91,237.37,54.02,8.03,10.77,75.48,4.32,5.54,79.16,1.87,2.54,72.75,0.11,-0.07,0.01,8.71,0.65,0.38,0.03,0.5,0.02,0.08,1.38,0.03,1.42,18.67,4.89,26.21,2.92,7.8,8.05,1.45,0.09,0.05,1.43,0.55,1.11,0.71,-0.05,"E",2020
"2366","L. Nakalembe","Nganion","FWMF","Sassy Knights",31,1988,15.93,0.06,1.22,0.51,38.99,1.02,0.44,-0.03,0.07,14.61,-0.02,0.04,0.13,0.21,0.2,0.15,-0.05,-0.12,15.92,22.38,31.66,70.66,312.51,70.26,13.45,17.32,77.41,6.91,9.6,71.57,0.9,2.11,44.06,-0.01,0.18,-0.05,16.05,0.69,0.32,0.04,0.26,0.34,0.16,1.25,20,0.96,11.47,3.53,29.87,0.9,5.47,4.96,0.68,0.1,0,0.4,0.35,0.91,0.65,-0.07,"E",2020
"2376","C. Said","Nganion","MFFW","Sassy Knights",26,1993,6.08,0.12,1.3,0.11,12.58,1.28,0.14,0.23,1,13.4,0,0.08,0.08,0.27,0.12,0.06,0.05,0.07,6.07,23.29,28.88,80.25,332.96,91.59,14.97,17.2,87.42,6.11,7.82,78.69,1.3,1.87,72.75,-0.09,0.03,-0.03,5.96,2.07,0.44,0.89,0.6,0.58,0.77,1.75,45.44,1.1,14.25,3.75,26.77,4.05,7.31,3.03,1.77,-0.1,0.08,1.74,0.98,3.02,0.07,-0.02,"E",2020
"2377","J. Pradhan","Nganion","MFFW","Sassy Knights",22,1997,3.54,0,1.68,0.76,50.1,1.67,0.82,-0.04,-0.04,18.57,0.01,-0.09,-0.01,0.14,0.21,0.01,-0.1,-0.08,3.55,17.76,25.3,69.76,275.93,77.12,9.08,10.66,86.45,7.06,9.43,75.9,0.48,3.11,18.22,0.38,0.22,-0.07,3.49,0.29,0.3,0.32,0.02,0.05,0.36,0.56,49.92,0.37,13.79,2.78,20.8,1.96,6.76,4.89,1.39,0.29,0.08,1.21,0.07,0.23,0.24,-0.06,"E",2020
"2378","R. Tumusiime","Nganion","MFFW","Sassy Knights",30,1989,30.11,0.17,2.35,0.62,26.45,2.48,0.63,-0.04,0.07,24.9,0.2,0.19,0.12,0.19,0.15,0.14,-0.07,-0.09,30.27,24,36.92,64.5,459.87,167.34,10.45,13.27,78.69,8.99,12.75,70.22,3.87,8.61,43.93,0.17,0.19,0.13,30.11,0.71,0.76,0.3,0.51,0.02,0.38,1.64,23.09,1.38,12.77,3.27,25.07,2.59,6.96,3.07,1.92,0.09,-0.01,1.87,0.75,1.5,1.62,-0.06,"E",2020
"2379","V. Phung","Nganion","MFFW","Sassy Knights",26,1993,24.21,0.34,2.05,0.79,36.46,2.18,0.87,0.19,0.33,19.79,0.44,-0.04,-0.05,0.25,0.25,0.07,0.07,0.12,24.39,29.63,42.01,70.42,563.82,185.59,13.77,16.79,81.86,10.27,13.66,75.25,4.97,9.56,51.41,0.01,0.11,-0.06,24.22,2.16,0.99,0.71,1.02,0.29,0.39,1.44,25.05,1.06,16.71,5.13,30.93,3.49,9.14,4.25,1.96,0.16,0.08,1.57,0.45,2.5,0.89,0.06,"E",2020
"2390","Q. Amanya","Hazi Kimar","FW","Screaming Ramblers",21,1998,0.19,-0.06,4.97,5.07,99.9,4.16,4.15,0.09,-0.05,24.03,0,-0.02,0.09,0,0.09,0.06,-0.08,-0.09,0.21,15.05,24.96,59.99,189.99,9.97,10.03,15.03,66.76,4.92,10.03,50.03,0.02,0.07,NA,-0.06,-0.02,0.09,0.19,-0.07,0.06,0.08,0.03,0,-0.09,15.06,0.07,15.03,59.91,10,16.69,5.03,35.06,20.05,0.07,0.08,0,-0.09,0.07,-0.02,0.05,0.05,"E",2020
"2391","H. Namwase","Nganion","FW","Screaming Ramblers",29,1990,30.82,0.32,2.68,0.96,34.64,2.55,0.95,0.21,0.33,13.21,0.01,0.03,0.02,0.44,0.3,0.02,-0.01,-0.09,30.89,17.59,32.17,54.43,277.57,76.21,10.11,16.79,60.51,4.79,10.17,47.68,1.8,3.44,53.82,0.08,0.14,0.01,30.92,0.84,0.47,0.19,0.44,0.21,0.02,1.02,9.73,0.87,17.57,4.55,26.23,1.05,8.35,8.1,1.34,0.14,-0.02,1.17,0.29,1.21,1.52,0.01,"E",2020
"2392","S. Nyathi","Nganion","FW","Screaming Ramblers",30,1988,27.64,0.47,1.48,0.43,32.51,1.47,0.47,0.22,0.36,17.77,0.14,0.2,0.19,0.29,0.14,0.11,-0.06,0.07,27.68,16.22,25.45,63.41,301.51,99.96,7.08,9.62,74.48,6.14,8.27,73.16,2.23,6.02,37.04,0.26,0.16,0.06,27.68,0.43,0.36,0.19,0.19,0.15,0.08,0.66,10.58,0.7,14.15,3.91,27.39,0.93,6.98,6.04,0.46,0.03,-0.03,0.41,0.08,0.49,0.26,0.02,"E",2020
"2393","D. Mugisa","Xikong","FWDF","Screaming Ramblers",27,1992,1.18,0.02,1.8,0.05,0.03,1.95,0.09,-0.04,NA,20.62,0.85,-0.04,-0.1,0.28,0.18,0,-0.23,-0.25,1.01,20.07,31.88,62.98,318.18,97.25,12.67,14.44,87.57,5.43,9.02,60.09,1.83,4.56,39.92,0.02,-0.03,0.07,1.03,2.71,1.81,-0.07,1.79,0.95,0.03,0.89,0,0.93,25.51,5.38,21.46,0.88,11.88,12.68,0.96,-0.07,0,0.97,0.07,2.73,0.1,-0.09,"E",2020
"2409","N. Kumar","Nganion","MFFW","Screaming Ramblers",18,2001,6.49,0.1,1.32,0.86,55.61,1.36,0.79,0.02,0.12,13.77,0.1,-0.03,-0.04,0.18,0.19,0.11,-0.02,0.01,6.44,14.77,20.23,72.38,229.38,67.63,8.1,9.18,88.07,4.83,5.88,81.57,1.02,2.9,33.35,0.1,0.07,-0.1,6.43,2.47,1.78,0.54,1.48,0.4,0.8,3.2,23.73,2.43,31.75,6.35,19.72,9.28,16.19,6.35,1.8,-0.02,0,1.78,0.35,2.89,0.06,-0.08,"E",2020
"2410","U. Kizito","Nganion","MFFW","Screaming Ramblers",29,1990,9.67,0.1,0.98,0.36,44.4,0.99,0.51,0.04,0.26,20.78,-0.08,0.07,0.01,-0.01,0.07,-0.03,-0.01,-0.03,9.58,14.09,20.56,68.07,217.23,49.41,8.49,10.66,79.43,4.23,6.15,67.88,1.06,2.21,45.41,-0.08,0.04,-0.05,9.61,1.54,0.85,0.94,0.58,0.01,0.36,0.97,30.07,0.8,14.92,3.38,22.47,4.26,6.93,3.81,1.84,0.29,0.02,1.55,0.38,1.8,1.12,0.02,"E",2020
"2411","R. Lambert","Ngoque Blicri","MFFW","Screaming Ramblers",22,1997,15.83,-0.03,1.17,0.48,45.03,1.22,0.57,0.03,0.13,14.27,0.1,0.07,0.06,0.24,0.19,0.2,-0.19,-0.22,15.81,14.14,20.98,67.93,190.15,46.46,9.41,11.93,78.06,3.93,5.88,64.11,0.39,0.91,43.86,0.06,0.15,0.03,15.87,1.2,0.4,0.38,0.48,0.39,0.62,1.51,39.04,0.82,17.03,3.43,20.72,3.17,9.16,4.87,1.59,0.21,-0.05,1.39,0.41,1.61,0.79,-0.06,"E",2020
