"","Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","X90s.1","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","X90s.2","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","Playing.Time.MP","Playing.Time.Starts","Playing.Time.Min","Playing.Time.90s","Performance.GA","Performance.GA90","Performance.SoTA","Performance.Saves","Performance.Save.","W","D","L","Performance.CS","Performance.CS.","Performance.PKatt","Penalty.Kicks.PKA","Penalty.Kicks.PKsv","Penalty.Kicks.PKm","Penalty.Kicks.Save.","League","Year"
"3296","A. Chipeta","Zamlie Niabangthe","GK","Mean Colts",22,1998,1.24,0.09,0.05,0.03,NA,0.01,0.05,NA,NA,NA,0.07,-0.08,-0.02,0.05,-0.1,NA,-0.04,0.06,1.14,14.13,22.46,62.92,308.38,164.91,4.26,4.1,99.93,6.69,6.64,100.07,3.24,11.6,28.57,0.09,0.09,-0.03,1.3,-0.05,-0.03,0.04,0.01,0.06,0.01,-0.09,NA,0.06,0.1,0.08,NA,-0.02,-0.07,0,-0.06,0.06,-0.08,-0.06,0,0.03,-0.04,0.08,36.98,37.03,3312.96,36.86,1.31,1.49,3.46,2.42,67.98,0.39,0.27,0.36,0.15,21.55,0.31,0.37,0,-0.06,9.18,"B",2021
"3323","A. Suboti?","Dosqaly","GK","Mean Poets",31,1989,14.93,-0.07,-0.1,-0.08,NA,0.08,-0.08,NA,NA,NA,0.02,0.08,-0.08,0.02,-0.04,NA,-0.07,0.07,14.97,15.01,24.07,62.21,506.9,342.66,1.54,1.58,100.08,6.52,6.91,94.22,6.91,15.41,44.3,0.08,0.03,0.02,14.95,0.02,-0.09,0.01,0.07,0.05,0,0.08,NA,-0.05,0.07,-0.06,0.08,-0.02,-0.02,-0.06,0.09,-0.01,-0.07,0.06,0.01,-0.07,0,-0.02,2.91,0.92,107.06,1.22,2.43,2.62,4.99,2.58,66.64,0.04,0.08,0.93,-0.07,0.09,0.9,0.74,0.04,0.03,0.09,"B",2021
"3324","T. Bonabana","Dosqaly","GK","Mean Poets",26,1994,22.99,-0.05,0.03,-0.01,NA,-0.07,0.1,NA,NA,NA,0,0.02,0.09,0,0.06,NA,-0.1,-0.05,22.98,16.92,27.71,61.22,538.72,362.48,3.17,3.16,99.98,6.58,6.83,98.78,7.11,17.7,39.71,-0.06,-0.06,-0.03,22.98,0.07,0.01,-0.04,-0.1,-0.03,-0.03,-0.05,0.03,0.13,0.02,-0.05,-0.08,0.07,-0.01,-0.04,-0.08,-0.06,0.09,-0.07,0.02,0.04,0.02,-0.03,14.91,15.02,1349.93,15.01,1.63,1.68,3.46,2.12,62.73,0.39,0.4,0.42,0.07,13.23,0.4,0.46,-0.04,0.03,-0.08,"B",2021
"3350","E. Wibowo","Coastpa Barleslands","GK","Overconfident Kangaroos",28,1992,1.08,-0.04,0.04,-0.03,NA,-0.01,0.01,NA,NA,NA,0,0.06,0.07,0.04,-0.01,NA,-0.08,-0.02,0.99,23.96,28.94,82.8,757.05,438.92,2.06,2.05,100.02,11.95,12.08,99.96,9.99,14.99,66.7,-0.03,0.06,-0.03,1.04,-0.09,-0.08,-0.09,0.08,-0.03,0.05,-0.01,NA,-0.03,0.09,-0.08,NA,-0.05,-0.04,0.03,0.09,0.07,0.03,0.1,0.1,-0.08,0.02,0.09,23.1,23.04,2070,23.07,1.81,1.86,4.7,3.07,63.02,0.24,0.27,0.51,0.22,13.05,0.27,0.12,-0.06,-0.03,19.97,"B",2021
"3351","V. Arnold","Coastpa Barleslands","GK","Overconfident Kangaroos",26,1993,21.92,-0.02,-0.09,0.09,NA,0.07,-0.09,NA,NA,NA,-0.02,0.07,0,-0.02,0.05,NA,0.09,-0.06,22.01,24.33,30.35,80.06,654.84,429.08,5.86,5.79,99.29,11.63,11.73,99.23,6.74,12.73,53.47,-0.05,0.1,0.1,22.1,0.09,-0.1,-0.06,0.08,0.02,0.01,0.02,NA,0.03,0.08,-0.08,-0.09,0.08,-0.02,-0.05,-0.09,0.01,0.09,-0.1,-0.02,-0.01,-0.04,-0.02,1.01,1.02,90.04,1,0.97,0.92,1,-0.09,0.05,0.08,1.02,-0.01,0.04,-0.1,0.09,0.01,0.06,0.05,NA,"B",2021
"3352","B. Ochieng","Dosqaly","GK","Overconfident Kangaroos",36,1984,14.99,0.02,-0.01,-0.05,NA,-0.02,0.03,NA,NA,NA,-0.1,0.04,-0.01,0,0.06,NA,0.04,0.06,14.94,27.32,36.33,75.27,798.84,520.21,4.2,4.28,98.49,14.32,14.39,99.45,8.75,17.53,49.7,-0.06,0.07,-0.06,15.01,-0.07,-0.03,-0.07,-0.03,-0.06,-0.1,0.1,-0.04,0.02,0.33,0.05,19.99,0.3,0.06,0.08,0.05,-0.03,-0.09,-0.02,-0.04,0.02,0.14,0.11,22.06,22.09,1979.94,21.9,1.23,1.13,3.31,2.27,69.94,0.37,0.26,0.41,0.14,22.79,0.09,0.09,0.08,0.02,-0.01,"B",2021
"3386","H. Kamal","Dosqaly","GK","Serious Thunderbirds",34,1986,28.91,-0.07,-0.08,0,NA,0.1,0.03,NA,NA,NA,0.06,-0.03,-0.05,0.01,-0.1,NA,0.06,0.01,29.1,21.91,30.46,71.91,667.23,390.19,2.67,2.7,98.73,9.83,9.94,98.69,9.34,17.54,52.58,0.02,-0.01,0.1,29.04,0.01,-0.01,0.04,-0.03,-0.06,0,-0.02,-0.09,0,0.13,0.04,49.95,0.12,-0.04,-0.01,0.04,0.06,0.08,0,-0.02,-0.06,0.02,0.16,14.9,14.91,1350.03,14.92,0.95,0.97,3.55,2.73,74,0.6,0.24,0.05,0.27,33.32,-0.02,-0.02,-0.03,-0.04,NA,"B",2021
"3387","I. Sano","Dosqaly","GK","Serious Thunderbirds",18,2001,1.05,0.07,0.06,-0.02,NA,0.04,-0.04,NA,NA,NA,0.03,0.01,-0.09,-0.05,0.05,NA,0.1,0,0.94,21.97,36.08,61.14,575.04,296.07,5.06,5.04,99.95,11.01,10.9,100.02,5.92,19.99,30.08,0.07,-0.05,-0.08,1.02,-0.06,0.05,-0.01,0.05,0,0.04,-0.1,NA,-0.02,0,0,NA,-0.01,-0.01,0.07,-0.03,-0.01,0.08,-0.05,-0.08,-0.03,-0.04,0.06,28.92,28.92,2610,29.06,1.51,1.38,3.36,2.19,62.01,0.25,0.27,0.47,0.31,30.96,0.2,0.12,0.06,-0.03,-0.07,"B",2021
"3388","J. Lunkuse","People's Land of Maneau","GK","Serious Thunderbirds",20,2000,8.05,-0.06,-0.02,0.08,NA,-0.03,0.01,NA,NA,NA,0.1,-0.07,-0.03,0.02,0.08,NA,-0.07,-0.07,8.01,16.53,27.3,60.74,561.06,380.71,2.7,2.71,100.06,7.16,7.13,99.96,6.43,17.25,37.77,-0.06,0.09,0.04,8.09,-0.1,-0.05,0.02,-0.02,-0.07,-0.08,0.06,NA,-0.05,0.34,0.16,66.74,0.47,0.04,-0.08,-0.08,0.04,0.04,-0.05,-0.03,-0.05,-0.04,0.04,1.04,1.03,89.91,1.03,3.96,3.9,4.07,0,-0.03,0.01,0.05,1.05,0.02,0.06,0.99,-0.07,0.01,1.04,NA,"B",2021
"3418","J. Chukwu","Dosqaly","GK","Simple Jayhawks",26,1994,4.06,0.09,-0.03,-0.03,NA,-0.03,0.06,NA,NA,NA,-0.01,-0.08,-0.06,-0.06,0.01,NA,0.07,-0.05,4.06,16.35,25.38,64.49,486.93,329.26,3.23,3.33,99.98,6.84,7.3,93.11,5.8,13.95,41.15,0.05,0.04,-0.07,4.06,-0.05,-0.06,-0.01,-0.02,0.05,0.05,-0.09,NA,0.03,0.18,0,0.03,0.18,-0.05,0.06,0,0.07,-0.03,-0.02,0.05,-0.1,0.1,0.1,8.03,7.91,719.93,8.03,1,1.04,3.01,2.21,75.08,0.59,0.18,0.41,0.28,37.5,0.57,0.15,0.06,0.12,33.4,"B",2021
"3419","R. Rizzi","Pierrema","GK","Simple Jayhawks",32,1988,34.01,0,-0.04,0.06,NA,-0.04,0.06,NA,NA,NA,0.01,0,-0.02,-0.07,0.04,NA,0.09,0.01,34.08,19.98,30.47,65.55,733.97,491.65,1.75,1.82,96.93,7.31,7.31,98.34,10.78,21.04,51.38,0,0.06,-0.03,33.98,-0.07,-0.04,-0.09,0.09,-0.04,0.01,-0.03,0.01,0.11,0.16,-0.05,14.32,0.13,-0.04,-0.05,0.09,-0.01,-0.04,0.05,0.08,0.09,0.04,0.08,4.95,3.9,361.05,3.97,2.52,2.59,4.95,3.22,65.02,-0.08,0.28,0.71,-0.06,-0.04,0.84,0.75,0.06,0.01,-0.03,"B",2021
"3452","V. Arnold","Coastpa Barleslands","GK","Simple Privateers",26,1993,4.98,0.02,0.01,0.07,NA,0.04,0.09,NA,NA,NA,0.04,0,0.04,0.03,-0.04,NA,0.01,0.03,4.93,23.94,37.56,63.74,729.94,443.04,4.56,4.51,99.99,9.67,9.82,97.97,9.73,23.29,42.29,0.08,-0.03,0.1,4.97,-0.07,-0.09,-0.02,0.02,-0.04,-0.04,0.19,-0.02,0.26,0.5,0.11,33.32,0.6,-0.1,-0.02,0.09,0.06,0.03,-0.08,-0.06,-0.04,0.19,0.04,33.98,34.05,3058.05,34,1.06,1.2,3.47,2.53,74.37,0.25,0.27,0.44,0.25,23.48,0.3,0.23,0.01,0.06,10.04,"B",2021
"3453","Z. Lefevre","Quewenia","GK","Simple Privateers",21,1998,21.04,0,-0.06,0.07,NA,0.09,0.02,NA,NA,NA,-0.05,0.02,-0.09,0.08,0.07,NA,0.03,0.02,21.09,20.48,31.26,65.63,615.59,423.41,4.3,4.27,98.98,8.9,9.08,98.35,7.32,17.86,41.2,0.03,-0.07,-0.03,20.92,-0.1,-0.04,0,0.07,0,0,0.06,-0.09,0.16,-0.01,0.09,-0.06,0,-0.02,0.08,-0.1,0.07,0.02,0.09,0.05,-0.08,0.04,0.17,5.1,5.03,450.06,4.94,2.01,1.97,4.82,3.6,70.77,0.05,0.21,0.74,0.07,0.02,0.65,0.61,0.02,-0.04,-0.04,"B",2021
"3454","Y. Goh","Tito Mia","GK","Simple Privateers",26,1993,11.92,-0.09,0.01,-0.03,NA,0.01,-0.03,NA,NA,NA,0.09,0.07,-0.06,0.09,-0.05,NA,-0.07,0.09,11.9,22.36,33.82,65.98,693.42,442.07,3.91,3.84,97.84,9.16,9.09,99.08,8.99,20.25,44.73,-0.03,0.06,0.02,11.97,-0.01,-0.01,-0.05,0.01,-0.01,0.03,0.06,0,0.15,0.39,-0.04,0.07,0.39,0.07,-0.03,-0.07,-0.04,0.01,-0.07,-0.06,0.05,-0.02,0.22,21.04,21.06,1889.92,20.95,1.62,1.48,4.51,2.94,67.65,0.18,0.22,0.58,0.11,14.27,0.19,0.2,0.06,0.03,24.95,"B",2021
"3485","A. Mbusa","Dosqaly","GK","Solemn Leopards",35,1985,36.91,-0.07,-0.02,-0.04,NA,0.01,-0.03,NA,NA,NA,0.06,-0.07,0.05,-0.07,-0.01,NA,-0.01,0.02,36.93,25.4,35.78,71.01,714.13,450.91,5.22,5.24,99.91,12.34,12.51,98.41,7.87,17.97,43.8,-0.08,0.08,-0.04,37.08,0,0.07,0,-0.08,0.08,-0.07,0.01,-0.08,-0.01,0.17,0.03,49.95,0.07,-0.02,-0.08,0.08,-0.04,-0.07,0.02,-0.07,0.04,0.05,0.08,11.97,12.01,1080.07,12.05,2.51,2.41,5.23,2.97,54.62,0.15,0.24,0.71,0.3,24.98,0.28,0.15,0.17,0.16,50.07,"B",2021
"3486","N. Tumwesigye","Dosqaly","GK","Solemn Leopards",37,1982,0.98,-0.01,0.02,-0.03,NA,0.08,0,NA,NA,NA,0.01,0.03,-0.05,0.05,-0.04,NA,-0.06,-0.07,0.94,23,25.03,91.92,424.99,234.95,4.95,5.03,100.02,15.94,16.98,94.14,1.08,2.06,50.04,-0.04,0.1,0.05,1.04,0.06,-0.1,0.06,0.09,0.03,0,-0.01,NA,-0.06,-0.09,-0.03,NA,0.06,0.08,-0.02,-0.07,-0.01,-0.03,0.09,-0.01,0.07,0.09,-0.06,37.01,36.9,3330.03,37.06,1.29,1.31,3.48,2.37,66.75,0.42,0.22,0.16,0.28,21.62,0.14,0.03,0.01,-0.04,0.06,"B",2021
"3507","I. Kumari","Dosqaly","GK","Somber Stallions",25,1995,37.96,-0.06,-0.02,-0.07,NA,-0.08,-0.04,NA,NA,NA,0.05,-0.05,0.01,0.09,0.03,NA,0.09,-0.04,38.06,20.37,28.28,72.62,579.16,362.12,4.19,4.29,99.92,9.75,9.88,99.22,6.07,13.69,44.47,-0.05,0.11,-0.09,38.06,-0.08,-0.06,0.05,0.04,-0.08,0.02,0.09,NA,0,0.09,0.04,50.08,0.03,-0.01,-0.02,0.08,-0.08,0.01,-0.09,0,-0.06,-0.03,-0.04,0.91,1.01,89.92,0.95,2.06,2.08,5.09,2.04,59.98,0.01,-0.02,1.03,0.02,-0.01,-0.04,-0.1,-0.07,-0.09,NA,"B",2021
"3531","O. Burgos","Dosqaly","GK","Supreme Janes",21,1999,38.1,-0.07,-0.1,-0.04,NA,0.05,0,NA,NA,NA,0.02,0.02,0.08,0.01,-0.02,NA,0.03,0.08,37.94,17.23,29.75,57.85,604.2,434.44,2.28,2.26,97.69,6.91,6.99,98.53,8.07,20.35,39.73,-0.1,-0.04,-0.05,38.06,-0.03,-0.02,0.01,-0.08,0.05,-0.03,-0.01,NA,0.06,0.23,0,28.59,0.2,-0.03,-0.08,0.03,0.02,-0.03,0.02,-0.03,-0.09,0.16,0.02,37.93,37.93,3419.99,38,0.6,0.64,2.81,2.22,79.44,0.7,0.27,0.11,0.56,55.24,-0.05,-0.06,-0.01,-0.04,50.02,"B",2021
"3557","Q. Permana","Dosqaly","GK","Swift Rustlers",29,1991,28,-0.01,0.04,0.04,NA,0.09,-0.07,NA,NA,NA,0.08,-0.06,0.09,-0.07,0.09,NA,-0.05,-0.01,27.99,27.16,35.66,76.08,776.57,467.24,5.46,5.42,98.63,11.71,11.8,99.77,9.67,18.12,53.55,-0.01,-0.07,0.01,28.05,0.02,-0.06,-0.06,-0.1,0,-0.09,0.01,0.1,0.16,0.25,0.1,16.78,0.27,-0.07,0.01,-0.06,-0.05,-0.01,0.01,-0.02,0.04,0.24,0.06,37.95,37.99,3420,38.07,1.42,1.46,4.07,3.03,71.4,0.19,0.31,0.51,0.08,13.23,0.41,0.17,0.13,0.03,16.76,"B",2021
"3558","G. ?ahin","Nkasland Cronestan","GK","Swift Rustlers",20,1999,0.91,0.01,-0.05,-0.02,NA,0.03,-0.1,NA,NA,NA,-0.03,-0.03,0.06,0.01,0,NA,-0.03,-0.03,1.01,24.91,36.96,67.64,605.08,275.02,4.03,3.94,99.97,16.1,16.94,94.07,4.94,16.02,31.26,-0.01,-0.02,-0.01,0.97,0.06,-0.05,0.01,0.04,0.02,0.09,0.04,NA,-0.06,-0.05,0.02,NA,0.02,-0.03,0.02,-0.1,-0.09,0.08,-0.07,-0.02,-0.01,-0.04,0.08,28,28,2519.98,27.91,1,1.03,2.23,1.29,61.27,0.55,0.1,0.21,0.54,46.47,0.18,0.15,0.02,-0.02,0.1,"B",2021
"3559","R. Odur","Sobianitedrucy","GK","Swift Rustlers",32,1988,8.97,-0.09,0.02,-0.08,NA,-0.09,-0.08,NA,NA,NA,-0.08,0.08,-0.07,0.05,-0.07,NA,0.06,-0.02,9.06,22.22,31.96,69.93,703.84,416.58,2.44,2.52,99.9,10.85,11.07,99.01,8.93,18.47,48.75,-0.01,-0.03,0,8.96,-0.09,0.03,-0.05,0.1,-0.08,0.09,0.09,NA,0.02,-0.01,-0.06,NA,0.06,0.09,-0.02,-0.1,0.1,0.09,0.02,0.07,-0.08,0.07,0,1.04,0.93,90.08,1.04,0.97,0.91,2.05,1.02,50.02,0.94,-0.02,0.06,-0.03,0.01,0.04,0,0.04,-0.09,NA,"B",2021
"3592","F. Carbone","Greri Landmoslands","GK","Unaccountable Foxes",29,1990,38,-0.04,0.07,0,NA,0.06,0,NA,NA,NA,-0.01,-0.05,0.03,0.01,0.06,NA,-0.05,-0.08,37.97,25.62,30.95,82.54,740.92,418.03,4.13,4.23,98.85,11.52,11.58,99.15,9.72,15,65.35,0.07,-0.05,-0.04,38.05,0.08,-0.05,0,0.08,-0.01,0.08,0.07,-0.06,0.06,0.05,0.03,24.94,0.17,0.08,0.01,0.11,-0.03,-0.03,0.06,-0.04,-0.04,0.1,0.03,8.9,8.94,810.1,9.09,1.55,1.52,3.42,1.99,59.96,0.59,0.21,0.35,0.26,22.21,0.26,0.16,0.04,-0.04,0.01,"B",2021
"3614","L. Dahl","Dosqaly","GK","Unethical Comets",22,1998,8.22,0.03,0.05,0.08,NA,-0.05,-0.01,NA,NA,NA,0,0.03,0.08,-0.01,0.07,NA,0,-0.03,8.37,26.14,37.72,69.25,1071.96,738.48,1.87,1.99,99.99,7.55,7.74,98.46,16.53,27.98,59.53,-0.05,-0.03,-0.03,8.38,0.04,0,0.08,-0.03,0.05,0.04,-0.03,NA,0.02,0.19,-0.01,0.05,0.09,0.06,0.02,-0.07,-0.05,0.1,0.04,0.02,0.09,0.03,0.09,37.95,38.05,3420.07,38.07,1.18,1.1,3.51,2.5,70.81,0.64,0.34,0.26,0.32,28.87,0.15,0.06,-0.01,-0.02,28.65,"B",2021
"3615","Y. binti Omar","Quewenia","GK","Unethical Comets",26,1994,29.61,-0.1,0,0.1,NA,0.05,0.05,NA,NA,NA,0.08,0.07,0.07,0.06,0.01,NA,0.07,-0.07,29.64,23.66,33.01,71.34,815.07,543.2,2.8,2.77,98.75,9.51,9.59,99.65,11.15,20.6,54.5,0.02,0.05,-0.07,29.67,0.1,-0.02,-0.08,0.08,-0.01,-0.08,0.07,-0.03,0.17,0.13,0.08,25.04,0.04,-0.09,0.01,0.03,0.03,-0.05,0.09,0.03,0.03,-0.06,0.08,8.94,7,744.96,8.34,1.38,1.37,4.84,3.56,75.01,0.57,0.24,0.1,0.45,42.95,0.04,0.15,-0.02,0.08,-0.09,"B",2021
"3646","J. Mercier","Dosqaly","GK","Villainous Eagles",23,1997,37.95,-0.06,0.05,-0.03,NA,0.07,0,NA,NA,NA,-0.06,-0.09,0.02,0.07,0.09,NA,-0.03,-0.06,38.06,16.85,26.08,64.87,543.7,336.86,2.28,2.24,100.03,7.04,7.05,99.34,7.46,16.66,45.22,0.03,0.1,-0.09,38.1,0.01,-0.06,0.01,-0.05,-0.04,0.13,0,49.95,-0.06,0.22,0.01,20.04,0.07,0.06,0.03,-0.07,0.03,-0.04,0,0,0.12,0.06,0.03,31,31.03,2673,29.6,1.65,1.77,4.95,3.68,72.79,0.36,0.35,0.37,0.12,6.58,0.3,0.3,-0.07,0.04,0,"B",2021
"3679","C. V?tols","Imaar Vircoand","GK","Weak Blimps",27,1993,37.95,0.1,0.02,-0.03,NA,-0.07,0.09,NA,NA,NA,0.04,-0.06,0.01,0.09,-0.03,NA,0,-0.08,38.09,26.07,32.22,80.79,628.85,342.65,6.61,6.48,100.03,12.96,13.12,98.56,6.29,12.49,51.44,-0.03,-0.03,0.1,38.07,0.07,0.04,0.1,-0.04,-0.03,0.07,0.06,-0.07,-0.05,0.01,0.08,66.71,0.14,-0.01,0.02,0.05,-0.05,0.09,0.05,0.02,0.08,0,0,37.93,37.92,3420.07,38.01,1.63,1.6,3.58,2.21,61.91,0.37,0.24,0.52,0.28,23.65,0.17,0.13,-0.06,-0.03,12.5,"B",2021
"3705","G. Razak","Dosqaly","GK","Wet Monarchs",29,1990,37.97,-0.08,0.14,-0.08,-0.02,-0.03,-0.08,0.02,NA,9.06,-0.09,0.09,0.04,0.05,-0.08,0.06,0.09,0.08,38.03,28.03,41.74,67.3,910.11,537.85,3.13,3.15,99.95,14.16,14.39,99.57,10.83,24.31,44.37,0.04,0.11,0.06,37.96,-0.02,0.1,0.06,-0.06,0.02,-0.03,-0.02,0.06,0.13,0.23,0.07,24.93,0.16,-0.02,0.01,0.02,0.05,0.03,0.08,0.03,0.04,0.06,-0.03,37.91,38.03,3420.1,38.08,1.47,1.4,4.39,3.14,72.42,0.3,0.28,0.4,0.21,23.76,0.22,0.13,0.08,0,0.02,"B",2021
"3737","G. Prasetyo","Galamily","GK","Awkward Trailblazers",28,1992,33.97,0.09,0.07,-0.04,NA,0.05,-0.05,NA,NA,NA,-0.01,0.04,0.02,-0.07,-0.09,NA,-0.05,0.07,33.93,24.81,33.86,73.57,780.71,479.05,4.14,4.23,99.24,10.67,10.74,98.45,9.9,18.66,53.38,-0.07,-0.02,-0.01,34.09,0.09,-0.07,0,-0.01,0.04,0,0.06,NA,-0.04,0.03,0.07,0.06,0.09,0.04,0.04,0.04,0.04,-0.09,0.11,0.08,0,0.07,-0.08,37.98,38.07,3419.91,37.94,1.95,1.93,5.1,3.39,66.07,0.24,0.17,0.58,0.14,21.1,0.2,0.1,0.08,-0.06,33.39,"B",2021
"3770","A. Mor","Esia","GK","Blue Jaguars",35,1985,2.96,-0.07,0.04,0.09,NA,0.09,0.05,NA,NA,NA,0,-0.02,-0.02,0.03,0.08,NA,0.02,-0.05,3,31.01,36.71,84.59,737.23,416.09,9.27,9.33,99.95,14.23,14.72,97.65,6.92,12.22,56.88,0.01,0.07,-0.03,2.99,0.05,-0.1,-0.01,-0.06,-0.02,0.09,0.01,NA,-0.04,-0.02,-0.03,NA,-0.03,0.06,0.05,0.08,-0.07,-0.03,-0.06,-0.1,-0.06,0.1,0.06,33.92,34.02,3060.08,34.05,1.64,1.71,4.31,2.95,64.79,0.19,0.32,0.53,0.22,17.58,0.19,0.03,0.12,-0.02,33.3,"C",2021
"3771","H. Nakimera","Esia","GK","Blue Jaguars",30,1990,31.01,-0.08,0,-0.06,NA,0,-0.04,NA,NA,NA,0.02,0.05,0.06,0.07,-0.06,NA,-0.07,-0.05,30.95,34.34,43.56,78.81,884.95,513.5,9.18,9.08,100.08,14.42,14.51,98.67,9.84,18.81,52.18,0.06,-0.09,0.04,30.97,-0.03,0.05,0.02,0.04,0.1,0.06,0.08,NA,0,0.18,-0.06,20.08,0.11,0.04,0.01,-0.08,-0.06,-0.02,-0.09,-0.04,-0.05,0.13,0.07,3.09,3,270.04,3.04,0.97,1.01,4.24,3.34,76.97,0.38,0.63,-0.01,-0.08,-0.02,-0.02,-0.09,0.01,-0.06,NA,"C",2021
"3797","L. Nalukenge","Esia","GK","Fiery Governors",25,1994,31.1,0.03,0.1,0.01,0.06,0.04,-0.08,0.04,NA,20.1,-0.02,0.01,0.1,-0.07,0.01,0.11,-0.05,-0.08,31.01,23.22,34.92,66.8,703.53,426.79,4.58,4.7,98.03,9.81,9.92,98.92,8.69,19.81,43.36,0.03,0.04,-0.07,31.03,0,0.09,-0.1,0.04,0.06,0,0.15,-0.01,0.1,0.1,0.03,39.92,0.18,0.08,-0.07,0.07,0.09,0,0.03,0.02,-0.02,0.02,0.16,31.06,31.08,2789.98,31.07,1.73,1.66,4.11,2.7,64.2,0.36,0.31,0.37,0.18,19.5,0.33,0.27,0.02,-0.05,24.96,"C",2021
"3798","Q. Ghoe","Esia","GK","Fiery Governors",22,1998,2.98,-0.02,0.09,0.08,NA,0.04,0.02,NA,NA,NA,0.03,0.01,-0.06,-0.01,0.06,NA,-0.09,0.02,3.09,22.22,28.74,77.98,509.61,184.67,6.29,6.43,99.93,10.75,10.91,96.94,4.59,10.78,43.87,0.06,-0.04,-0.05,3,-0.05,0.05,-0.08,0,0.1,-0.03,0.39,0.05,0.31,0.38,0.04,0.04,0.34,-0.08,0.02,-0.09,-0.03,-0.03,-0.01,0.09,0,0.09,-0.02,31.09,30.98,2789.93,30.92,1.45,1.41,4.38,2.99,69.67,0.38,0.33,0.51,0.12,16.18,0.27,0.09,-0.08,0.01,-0.07,"C",2021
"3828","I. Agwang","Esia","GK","Horrible Flames",27,1993,1.59,0.07,-0.08,0.06,NA,-0.08,-0.07,NA,NA,NA,0.05,0.06,-0.08,0.02,-0.07,NA,0.02,0.05,1.52,31.91,39.96,80,811.32,565.2,8.09,8,100.01,16.61,16.64,99.93,7.38,15.34,47.75,0.04,-0.07,-0.02,1.46,-0.06,-0.09,-0.06,0.01,0.04,-0.05,-0.08,NA,0.09,0.05,0.05,NA,0.03,0.08,0,0.03,0.02,0.06,0.05,-0.02,0,-0.02,0.73,3.08,3.05,269.98,3.04,3.26,3.31,6.67,3.62,54.96,0.31,0.06,0.58,-0.08,-0.06,0.41,0.32,0.09,0.04,-0.09,"C",2021
"3829","R. Aguilar","Esia","GK","Horrible Flames",21,1999,3.9,-0.06,-0.01,0.06,NA,0.07,-0.09,NA,NA,NA,0.04,0.02,-0.01,-0.04,0.08,NA,0.08,0.02,3.92,36.04,40.26,89.4,835.06,470.87,7.16,7.28,99.93,22.42,22.81,98.85,6.22,10.29,60.93,-0.03,0.07,-0.04,4.03,-0.04,-0.01,-0.07,0.09,-0.07,-0.05,0.06,NA,0.01,0.31,0.07,-0.01,0.31,-0.01,0.01,-0.07,0.02,0.08,-0.06,0.05,-0.06,-0.03,-0.08,2.08,1.04,135.05,1.56,2.05,2.04,5.36,3.4,62.42,0,0.76,0,0.03,-0.06,-0.06,0.07,0.09,0.03,NA,"C",2021
"3830","M. Krli?evi?","Leoneku Guidisia","GK","Horrible Flames",30,1989,28.5,0.03,-0.01,-0.09,NA,-0.04,-0.05,NA,NA,NA,0,-0.07,-0.03,0.07,0.06,NA,0,0,28.47,37.68,48.86,77.05,1052.21,669.49,5.77,5.87,100.09,18.23,18.58,98.69,13.32,24.02,54.95,-0.07,0.01,-0.04,28.51,0.02,0.07,0.07,-0.03,-0.05,-0.03,0.11,0.03,0.14,0.2,0.11,19.95,0.06,0.04,0.03,-0.04,-0.08,-0.06,-0.09,-0.1,-0.04,0.08,-0.06,3.94,4.08,360,3.94,1.82,1.84,5.02,3.26,64.95,0.17,-0.09,0.69,0.22,24.99,-0.05,-0.09,-0.05,-0.03,NA,"C",2021
"3852","E. Namakoye","Esia","GK","Little Lollipops",32,1988,3.84,0.09,0,0.02,NA,-0.07,-0.05,NA,NA,NA,-0.1,-0.07,-0.06,0.07,0.02,NA,-0.04,0.08,3.71,25.39,38.7,65.24,912.34,654.8,4.44,4.4,99.97,7.81,8.14,96.88,12.9,26.17,49.57,0.01,0.07,0.1,3.8,0.02,0.03,-0.02,-0.06,0.01,-0.02,0.06,NA,0.07,-0.05,0.09,NA,-0.07,-0.06,0.09,0.01,-0.06,-0.03,-0.04,0.04,-0.03,0.09,0.06,29.03,28.92,2564.99,28.41,0.95,1,2.93,1.86,65.93,0.5,0.24,0.29,0.35,27.55,0.01,0.02,0.07,0.07,49.92,"C",2021
