"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"3603","K. Cohen","Dosqaly","DF","Unethical Comets",28,1992,13.53,0.1,0.49,0.09,33.25,0.39,0.06,0.14,0.51,24.37,-0.01,-0.01,0.02,-0.03,0.07,-0.04,0.12,0.12,35.72,47.64,75.1,606.74,287.72,16.65,19.23,86.37,15.03,19.53,77.33,3.16,6.37,49.97,0.04,-0.03,0.12,0.75,1.86,1.57,0.99,3.82,3.81,1.7,3.01,0.68,0.31,1.68,3.3,51.15,1.64,17.57,4.65,26.72,10.65,4.63,2.12,2.49,0.42,0.02,2.12,1.41,5.24,2.28,0.01,"B",2021
"3604","R. Dube","Dosqaly","DF","Unethical Comets",21,1999,15.3,0.03,0.15,-0.06,0.03,-0.01,0.03,0.03,NA,5.92,0.06,0.03,0.07,-0.05,-0.06,0.32,-0.01,-0.11,31.91,40.04,79.61,632.98,279.63,11.82,13.67,87.4,15.26,18.14,84.36,4.61,7.33,63.15,-0.04,0.04,-0.02,0.29,2.37,0.36,0.23,2.87,2.56,1.24,1.93,0.66,0.13,1.16,2.58,49.92,1.33,12.03,3.37,27.42,6.94,3.69,1.29,2.29,0.8,0.08,1.51,1.4,3.95,3.35,-0.04,"B",2021
"3605","D. Nangiro","Greri Landmoslands","DF","Unethical Comets",29,1990,18.01,0.05,0.48,0.26,37.46,0.35,0.27,0.31,0.63,14.53,-0.02,-0.01,-0.09,0.02,0,0.09,0.08,-0.02,37.53,44.27,84.52,930.21,302.72,8.29,8.88,93.63,18.18,19.54,93.27,10.63,14.82,71.29,0.05,0.06,-0.1,0.18,2.16,0.02,0.04,2.18,1.94,1.34,1.44,0.44,0.02,0.75,1.18,59.17,0.5,10.13,3.39,33.83,6.12,3.79,0.24,1.76,0.63,0.04,1.15,1.45,3.36,3.56,0.02,"B",2021
"3606","L. Kalni?š","Lefghau","DF","Unethical Comets",42,1977,23.5,0.07,0.55,0.08,27.31,0.44,0.09,0,-0.08,8.17,0.09,0.05,0.07,0.01,0.11,0.07,0.04,-0.12,36.26,43.46,83.24,963.6,352.65,5.87,6.45,88.89,17.3,18.7,93.26,12.93,17.5,73.48,0.07,0.08,-0.06,-0.04,2.04,0.04,-0.06,1.98,0.84,0.21,0.65,0.17,0,0.33,0.94,31.9,0.62,6.26,1.94,29.99,4.17,1.92,0.1,2.12,1.14,0.12,0.93,1.67,2.47,7.19,0.09,"B",2021
"3607","M. Mizrahi","Rosvi","DF","Unethical Comets",24,1995,24.77,0.01,0.83,0.16,29.97,0.86,0.22,-0.1,0,22.33,0.05,-0.01,-0.05,-0.05,0.09,0.05,0.02,-0.08,39.55,50.92,77.74,807.13,322.74,15.83,17.89,88.92,15.86,19.56,80.98,7.2,11.71,61.46,0.09,0.13,0.1,0.71,2.99,1.57,0.87,3.95,2.35,1.07,1.39,0.65,0.37,1.19,2.18,55.69,0.88,11.7,3.58,31.33,4.95,4.64,2.06,2.14,0.44,0.03,1.77,1.16,3.55,2.57,-0.08,"B",2021
"3608","H. Afriyie","Dosqaly","DFMF","Unethical Comets",23,1996,27.3,-0.02,0.69,0.21,42.06,0.64,0.3,-0.04,0.18,22.66,0.19,0.07,-0.03,-0.06,0,0,-0.08,0,38.12,48.16,78.89,701.59,295.03,17.6,19.81,88.76,15.23,18.97,80.05,4.91,7.91,60.98,0.18,0.17,0.11,0.96,3.32,1.47,0.85,4.75,1.95,1.2,0.95,0.71,0.25,1,1.51,64.17,0.56,10.63,3.53,32.92,4.03,4.35,2.23,1.72,0.5,0.08,1.17,1.16,3.3,2.18,-0.05,"B",2021
"3622","J. Mutyaba","Dosqaly","MFDF","Unethical Comets",30,1990,13.58,0.07,0.91,0.15,24.94,0.79,0.31,0.05,-0.06,10.79,0.01,0.03,0.06,0.08,0.2,0.16,-0.17,-0.01,25.63,31.92,80.17,571.3,139.39,8.16,10.04,82.38,11.32,13.34,84.6,5.57,7.33,74.22,0.09,-0.05,-0.12,0.12,2.56,0.2,0.04,2.66,1.3,0.5,0.74,0.43,0.06,0.43,1.88,27.94,1.27,13.73,3.96,28.49,5.63,6.26,1.78,1.74,0.57,0.04,1.19,1.6,2.87,2.7,0.12,"B",2021
"3623","O. Isaac","Dosqaly","MFDF","Unethical Comets",20,2000,0.56,-0.02,0.03,0.08,NA,0.04,-0.06,NA,NA,NA,0.02,-0.04,-0.09,-0.02,0,NA,-0.09,0.03,32,40.02,79.98,668.06,84,6.02,9.99,60,22.02,24.05,91.78,4.02,6.06,66.65,-0.09,0,0,0.08,-0.03,-0.07,0,1.93,4.08,1.99,1.99,2.01,0.1,-0.01,2.05,0.07,1.91,28.08,5.96,21.5,13.93,11.99,1.92,-0.01,-0.07,0.03,-0.09,0.08,4.07,1.91,0.04,"B",2021
"3625","H. Isa","Central Diasongo","DF","Villainous Eagles",33,1986,33.34,0.11,0.38,0.09,41.78,0.37,0.17,0.25,0.54,9.3,-0.05,-0.1,-0.01,0.13,-0.04,0.21,0.03,0.1,43.71,51.04,85.86,925.11,351.34,12.43,13.2,93.12,24.31,26.22,92.73,6.66,10.65,63.1,0.1,-0.03,0.03,0.17,2.25,0.13,0.03,2.08,1.39,0.91,0.99,0.5,0.06,0.45,1.12,48.63,0.56,9.34,3.3,35.64,6.33,2.68,0.56,1.37,0.54,0.05,0.78,1.17,2.7,4.51,0.07,"B",2021
"3626","K. Weiß","Central Diasongo","DF","Villainous Eagles",23,1996,24.66,-0.07,0.26,0.15,28.55,0.19,0.12,0.02,0.01,21.31,-0.01,0.01,-0.05,0.06,0.04,-0.02,-0.09,-0.04,41.79,51.11,81.75,678.75,244.02,22.33,24.72,90.78,16.16,18.8,85.79,2.87,6.33,45.19,-0.04,0.1,-0.17,0.72,1.83,0.86,0.22,3.08,2.32,1.4,1.33,0.77,0.2,0.61,1.51,43.1,0.77,10.76,3.45,31.72,4.67,4.16,2.01,1.88,0.28,0.07,1.62,1.69,3.89,2.42,0.08,"B",2021
"3627","Y. Bano","Central Diasongo","DF","Villainous Eagles",30,1990,15.03,0.1,0.12,-0.02,100.07,0.06,0.16,0.03,0.09,15.58,-0.01,0.08,0.06,-0.02,0.08,-0.03,-0.08,0.09,44.62,58.33,76.51,759.83,365.02,22.74,25.18,91.04,17.57,22.44,78.61,3.74,8.63,43.38,0.08,0.19,0.01,0.82,2.73,0.93,0.55,3.56,2.01,1.17,1.3,0.52,0.16,0.74,1.33,50.03,0.62,11.46,4.03,35.17,6.3,3.37,1.58,1.63,0.06,-0.04,1.62,1.13,3.2,2.77,0.11,"B",2021
"3628","G. Baig","Dosqaly","DF","Villainous Eagles",21,1999,2.83,-0.07,-0.08,-0.07,NA,0.1,-0.08,NA,NA,NA,0.01,-0.05,0.03,-0.01,0.02,NA,-0.06,-0.01,43.83,52.9,82.92,697.26,287.56,22.5,23.39,95.63,18.24,21.31,85.45,2.41,5.84,41.21,0,0.2,-0.23,0.3,0.76,0.01,-0.03,1.01,2.17,1.11,1.45,0.77,0.09,1.37,2.44,57.06,0.97,13.36,4.74,35.82,8.99,3.4,1.03,2.1,0.69,0.07,1.3,0.27,2.45,4.14,0.09,"B",2021
"3629","M. Okori","Dosqaly","DF","Villainous Eagles",19,2001,2.11,-0.02,0.41,0.01,0.08,0.49,0.08,-0.02,NA,14.71,-0.02,-0.08,0.02,0.13,0.01,0.17,-0.03,-0.03,64.88,71.05,91.23,891.81,357.11,42.94,43.89,97.72,17.14,20.48,83.61,1.99,2.82,66.78,0.47,0.2,0.34,1.85,0.41,1.81,1.5,5.81,1.38,0.94,0.55,0.89,0.04,0.9,1.96,50.01,1.02,15.64,5.26,33.3,9.03,4.67,1.98,1.9,0.43,-0.04,1.4,0.38,1.9,0.1,0.07,"B",2021
"3630","S. Parisi","Dosqaly","DF","Villainous Eagles",32,1988,33.68,0.11,0.42,0.27,53.28,0.48,0.16,0.25,0.51,9.36,0.02,0.04,-0.07,0.12,0.14,0.23,-0.03,0.04,42.72,48.83,87.26,1008.55,335.7,10.51,11.23,93.63,20.82,22.17,94.22,10.86,14.79,73.55,-0.08,0.05,-0.02,0.08,1.82,0.05,-0.07,2.04,1.8,1.2,1.26,0.55,0.1,0.35,1.22,34.01,0.78,10.2,3.4,34.29,7.2,2.72,0.13,1.54,0.84,0.01,0.73,1.42,3.09,6.04,0.01,"B",2021
"3631","U. Heilig","Dosqaly","DF","Villainous Eagles",31,1989,25.8,-0.1,0.3,0.15,42.89,0.31,0.07,0,-0.05,25.97,-0.07,-0.05,-0.1,0.01,-0.01,-0.02,0.03,0.02,50.21,62.18,80.83,909.09,401.92,23.29,25.85,90.56,21.06,24.74,84.55,5.55,10.47,52.84,0.01,0.14,-0.14,0.57,2.89,1.06,0.34,4.52,1.78,0.89,0.97,0.82,0.06,0.84,2.42,36.69,1.54,12.99,3.93,29.64,6.55,4.66,1.73,1.9,0.05,0.06,1.62,1.33,3.05,2.57,-0.1,"B",2021
"3632","U. bin Salleh","Unicorporated Tiagascar","DF","Villainous Eagles",30,1990,12.32,-0.07,0.41,-0.01,-0.07,0.35,0.02,0.07,NA,8.49,-0.09,-0.03,-0.09,0.1,0.12,0.11,-0.11,0.08,37.72,42.1,89.53,764.54,251.58,13.5,13.88,97.06,17.87,19.16,92.71,6.11,8.5,72.46,-0.01,0.1,0.11,-0.02,1.41,0.02,0.08,1.62,0.89,0.36,0.7,0.17,0.08,0.15,1.29,17.61,1.07,8.52,2.69,31.36,4.8,3.25,0.38,1.48,1.07,0.05,0.38,1.55,2.36,5.18,-0.06,"B",2021
"3653","Y. Kat?","Dosqaly","MFDF","Villainous Eagles",33,1987,22.81,0.16,1.3,0.17,17.11,1.18,0.24,0.09,0.65,20.58,0.06,0.05,0.01,0.15,0.13,0.07,-0.03,-0.05,42.42,51.52,82.13,714.85,213.18,21.3,23.98,89.42,16.01,18.52,86.32,4.08,6.55,62.3,0.06,-0.03,0.13,0.83,2.5,0.39,0.09,3.36,2.45,1.33,1.11,1.03,0.51,0.98,3.42,28.9,2.48,21.21,5.81,27.69,6.82,10.18,4.31,1.49,0.11,0.05,1.45,1.8,4.19,1.68,0.01,"B",2021
"3656","B. Waon","Badad","DF","Weak Blimps",24,1996,0.05,-0.05,0,0.08,NA,-0.05,0.01,NA,NA,NA,0.07,0.02,0.05,0.09,0.04,NA,-0.1,0.1,-0.07,0.04,NA,0.03,-0.03,-0.08,0.03,NA,0.1,-0.05,NA,-0.06,-0.09,NA,-0.06,-0.03,0.01,0,0.03,-0.1,-0.03,0.07,-0.04,-0.06,-0.08,0,0.05,0.01,0.03,NA,0,0.09,-0.02,NA,0.02,-0.07,0.09,0.04,0.06,-0.01,0.02,-0.02,0.07,0.09,0.02,"B",2021
"3657","N. Nakacwa","Central Diasongo","DF","Weak Blimps",25,1994,32.86,0.13,0.75,0.15,14.81,0.73,0.06,-0.01,0.46,20.93,-0.04,0.07,0.04,0.07,0.09,0.01,-0.03,-0.06,48.23,58.82,82.3,852.84,275.64,23.21,25.91,89.39,19.95,23.04,86.88,4.67,8,58.69,-0.06,0.11,0.04,0.85,2.49,1.33,0.69,4.19,2.11,0.84,1.13,0.68,0.2,0.79,1.84,44.82,1.07,11.13,2.92,25.73,4.53,4.12,2.69,1.94,0.3,-0.08,1.58,1.27,3.28,2.37,-0.04,"B",2021
"3658","V. Koller","Coastpa Barleslands","DF","Weak Blimps",24,1995,0.26,0.03,0.01,-0.1,NA,0.04,0.02,NA,NA,NA,-0.04,0.01,0.02,0.06,0.04,NA,0.07,0.01,89.96,100.09,90.08,804.97,234.92,80.07,80.02,100.05,9.94,14.95,66.74,0.04,5.01,-0.05,0.08,0.01,0,-0.09,4.98,0.04,0.08,-0.01,4.93,5.06,5.06,-0.01,0.01,0.09,4.92,0.09,4.91,20.02,15.01,75.07,10.01,9.96,-0.02,0.04,0.07,-0.07,0.06,-0.02,5.02,0.08,-0.07,"B",2021
"3659","D. Hí","Dosqaly","DF","Weak Blimps",17,2003,0.09,-0.04,-0.08,0.05,NA,-0.09,0.01,NA,NA,NA,-0.07,0.04,0.05,0.03,0.01,NA,-0.09,0.04,79.91,80.03,99.96,1420.01,600,39.91,40.03,100.01,29.95,30.08,99.96,9.95,9.92,100.06,0.02,0,0.04,-0.07,9.99,-0.05,-0.1,20.02,0.06,0.09,0.07,0.06,-0.09,-0.01,0.1,NA,0.07,0.07,-0.04,NA,0.06,0.03,0.05,0.08,0.05,-0.08,-0.09,0.01,-0.02,0.03,0.08,"B",2021
"3660","K. Okwir","Dosqaly","DF","Weak Blimps",21,1999,0.38,0.08,-0.05,-0.01,NA,0.08,-0.09,NA,NA,NA,0.06,0.1,0.06,0.09,-0.04,NA,0.04,-0.07,29.94,45.05,66.77,584.93,150.06,12.46,15.01,83.29,12.58,22.48,55.63,4.96,7.46,66.77,-0.09,-0.08,-0.02,2.49,0.03,-0.06,0.02,2.53,7.59,2.43,7.52,-0.05,-0.06,2.44,4.96,49.92,2.41,22.56,2.47,11.07,9.93,7.4,5.09,7.41,0.05,0.01,7.57,2.46,10.08,0.03,0.05,"B",2021
"3661","M. Begu","Dosqaly","DF","Weak Blimps",19,2001,19.97,0.07,0.36,0.03,16.65,0.34,0.1,0.19,1.02,7.91,0.05,-0.02,-0.06,0.08,-0.02,0.14,0,-0.02,66.57,71.98,92.68,1441.33,440.31,18.24,19.02,95.28,35.34,36.58,96.86,12.78,15.3,81.83,0.05,-0.09,-0.02,0.2,4.61,0.06,0.07,4.24,0.56,0.42,0.55,0.18,-0.08,0.29,0.34,66.68,0.01,5.26,2.16,41.86,3.03,2.01,0.07,1.38,0.87,-0.06,0.38,1.61,2.28,4.89,0.09,"B",2021
"3662","M. Lunkuse","Dosqaly","DF","Weak Blimps",20,1999,14.81,0.15,0.42,0.01,14.39,0.44,0.16,0.14,1.05,10.67,0.02,0.05,0.02,-0.03,0,0.05,0.12,-0.05,66.12,74.12,89.34,1511,448.2,16.64,18.05,91.72,34.88,36.56,95.44,14.39,18.5,76.7,0.02,0.03,0.07,0.29,5.07,0.12,-0.02,3.9,2.45,1.74,1.76,0.72,-0.05,1.52,2.59,59.52,1.07,10.68,4.23,39.02,6.86,3.25,0.61,1.39,0.54,0.09,0.82,1.48,3.99,5.42,0.11,"B",2021
"3663","Q. bin Abd Rahman","Dosqaly","DF","Weak Blimps",20,2000,13.34,-0.05,0.24,0.09,50.09,0.14,0.14,0.05,0.07,15.71,0,-0.09,0.03,-0.06,0.1,0.04,0.02,-0.03,62.26,68.37,91.34,1150.01,272.76,24.86,25.96,95.48,31.81,33.49,95.08,5.04,7.21,69.87,0.07,0.06,0.07,0.12,3.99,0.25,0,2.72,1.79,1.21,1.13,0.45,0.16,0.62,1.39,50.01,0.63,9.26,3.79,39.99,6,2.91,0.66,1.61,0.38,-0.02,1.25,1.12,2.96,2.67,-0.05,"B",2021
"3664","Z. Akoth","Dosqaly","DF","Weak Blimps",21,1999,13.8,0.01,0.45,-0.09,-0.09,0.43,0.07,-0.03,NA,8.6,-0.08,0,0.03,0.12,0.04,0.16,-0.11,-0.03,64.61,74.36,86.83,1222.96,432.91,24.25,26.42,91.35,32.24,36.29,89.19,7.36,10,72.89,-0.07,0.01,0.06,0.14,4.62,0.31,0.25,5.39,2.43,1.88,1.5,0.71,0.31,0.99,1.45,61.87,0.57,9.07,3.53,39.94,5.06,3.23,0.78,2.28,0.44,0,1.8,1.58,4.15,3.46,0.14,"B",2021
"3665","J. Irawan","Giumle Lizeibon","DF","Weak Blimps",19,2001,16.48,0.13,0.44,0.09,12.51,0.58,0.15,0.12,1.05,17.74,-0.09,-0.09,-0.05,0.05,0.08,0.08,0,0.05,59.34,67.38,88.17,1190.86,413.19,20.43,22.08,92.49,31.2,33.67,92.81,7.34,10.7,69.64,-0.03,0.01,0.05,0.26,5.62,0.37,0.12,4.54,1.76,0.7,1.22,0.38,0.23,0.88,1.54,57.68,0.74,10.29,3.05,29.3,5.57,3.48,1.22,1.3,0.45,0.05,0.7,1.12,3.01,2.97,-0.02,"B",2021
"3666","B. Kayondo","Lefghau","DF","Weak Blimps",24,1996,2.82,-0.09,0.62,0.01,-0.01,0.65,-0.01,0,NA,19.91,0.43,-0.1,0.01,0.01,0,0.19,-0.01,-0.06,63.69,72.12,88.04,1318.98,344.57,17.03,20.37,84.3,36.12,37.59,96.28,10.04,13.16,75.77,0,0.06,0.04,0.29,3.12,0.33,-0.1,3.22,1.84,1.13,1.37,0.39,0.02,1.04,2.43,42.89,1.52,7.14,2.55,35.08,3.84,2.91,0.29,1.01,0.38,0.03,0.69,0.33,2.06,4.74,0.42,"B",2021
"3667","P. Tumwine","Lefghau","DF","Weak Blimps",36,1983,8.68,0.32,0.77,0.33,33.35,0.79,0.29,0.36,0.99,12.14,0.18,0,-0.06,0.07,0.13,0.03,0.11,0.07,73.32,80.72,90.55,1594.27,550.03,19.21,20,96,42.02,43.79,95.78,11.57,16.04,71.64,0.12,0.08,0.1,0.19,3.24,0.27,0.1,3.69,0.98,0.83,0.51,0.34,0.02,0.27,1,33.35,0.75,6.11,2.35,37.63,3.39,2.75,0.19,0.66,0.4,-0.03,0.32,0.15,1.09,3.77,0.08,"B",2021
"3668","X. Lubega","Lefghau","DF","Weak Blimps",22,1997,11.62,0.09,0.09,0.08,49.93,0.21,0.19,-0.09,0.02,14.29,0.04,0.09,0.08,0.1,-0.09,-0.06,0.05,-0.03,61.08,69.28,88.19,1261.55,374.58,18.52,20.25,92.32,32.28,34.3,93.55,9.46,12.7,73.9,0.04,0.03,-0.1,0.15,1.47,-0.02,0.06,1.49,1.71,1.07,1.4,0.32,-0.03,0.62,1.19,53.84,0.47,8.64,3.57,40.58,5.26,2.9,0.61,1.06,0.75,0.01,0.35,1.09,2.83,5.6,-0.1,"B",2021
"3669","G. Kasamba","Quewenia","DF","Weak Blimps",21,1998,23.51,0.1,0.26,0.04,28.52,0.39,0.04,0.18,0.51,21.12,0.09,0.03,0.01,0.02,0.03,0.03,-0.01,0.01,50.25,61.22,82.06,785.85,252.82,26.53,29.86,88.83,19.57,22.89,85.61,2.75,5.7,47.72,-0.1,0.12,-0.15,0.51,2.79,0.59,0.24,3.11,1.71,0.76,1.23,0.29,0.14,0.89,1.51,55.85,0.68,11.89,3.42,28.86,5.23,4.66,2.15,2,0.33,-0.04,1.6,0.77,2.37,2.52,0.05,"B",2021
"3670","F. Fournier","Pierrema","DFMF","Weak Blimps",24,1996,10.61,0.13,0.74,0.42,62.59,0.85,0.45,0.11,0.16,17.52,0.06,-0.03,-0.08,0.1,0.13,0.11,0.08,0.14,47.99,59.71,80.4,783.5,237.4,24.98,28.4,87.99,18.66,21.73,86.01,3.35,6.61,50.71,-0.01,0.04,0.04,0.48,2.26,1.14,0.69,3.96,3,1.99,1.47,1.26,0.11,1.79,3.24,54.27,1.53,12.32,3.41,28.12,4.83,5.09,2.47,1.42,0.25,-0.04,1.22,2.46,5.44,1.32,0.02,"B",2021
"3687","B. Waon","Badad","DF","Wet Monarchs",24,1996,14.62,-0.07,0.43,0.15,16.71,0.38,0.14,0.02,-0.1,23.35,-0.07,0.05,0.05,0.05,-0.07,-0.02,-0.08,-0.04,36.01,46.28,77.87,625.36,253.43,17.42,19.5,89.15,14.95,17.35,85.76,3.31,7.75,42.12,-0.09,-0.04,0.01,0.6,2.01,0.19,0.15,3.13,1.53,0.91,0.75,0.59,0.14,0.58,1.53,36.47,1.05,9.5,2.65,27.51,4.61,3.36,1.41,1.86,0.42,-0.06,1.41,1.52,2.94,2.86,0.07,"B",2021
"3688","F. Aminu","Dosqaly","DF","Wet Monarchs",31,1989,5.94,0.06,0.04,-0.02,NA,-0.08,0.03,NA,NA,NA,0.04,0.09,0.03,-0.02,0.03,NA,0.08,0.03,41.76,49.79,83.58,1089.94,337.11,7.87,8.45,92.13,19.96,21.87,91.5,13.58,19.08,71.04,0.13,0.04,0.18,0.38,3.29,0.03,0.04,2.58,2.22,1.29,1.29,0.82,0.06,1.19,1.41,77.74,0.4,6.01,2.33,38.94,3.23,2.49,0.35,1.77,0.42,-0.08,1.26,1.2,3.3,5.87,0.14,"B",2021
"3689","J. Wojciechowski","Dosqaly","DF","Wet Monarchs",22,1998,16.75,-0.03,0.21,0.09,-0.06,0.36,-0.1,-0.06,NA,21.06,-0.09,0.03,-0.02,0.04,-0.01,0.13,-0.11,0.04,43.6,54.52,79.66,757.49,303.79,20.6,22.91,89.71,18.13,21.58,84.15,4.02,7.66,52.7,0.1,0.09,-0.03,0.34,3.75,0.7,0.11,3.8,3.77,1.92,2.11,0.86,0.76,1.92,2.81,65.95,1.04,15.77,5.2,33.1,8.89,4.42,2.37,2.04,0.17,-0.02,1.99,2.01,5.66,2.79,0.02,"B",2021
"3690","L. Akech","Dosqaly","DF","Wet Monarchs",23,1996,17.13,0.08,0.56,0.29,40.07,0.57,0.14,-0.05,0.07,10.47,-0.06,0.06,-0.08,0,0.04,0.04,-0.08,-0.12,43.76,53.39,81.91,1017.24,323.87,9.09,9.81,92.88,25.31,28.34,89.86,8.86,14.54,61.5,-0.06,0.08,0.04,0.06,3.04,0.42,0.18,2.91,1.63,0.8,0.93,0.6,0.24,0.57,1.2,52.33,0.51,8.02,2.8,34.04,4.64,2.47,0.77,1.69,0.78,0.05,0.88,2,3.71,5.62,0.07,"B",2021
"3691","L. bin Osman","Dosqaly","DF","Wet Monarchs",28,1992,18.08,0.09,0.47,0.17,22.18,0.56,0.12,0.09,0.46,8.53,0.08,0.01,-0.08,0.15,0.12,0.15,0.05,-0.11,38.48,43.21,88.97,859.66,257.01,9.77,10.33,94.19,20.74,21.88,94.98,7.48,10.47,72.02,-0.07,0.07,0.04,0.07,1.83,-0.03,0.01,1.83,0.88,0.79,0.56,0.27,0.01,0.62,1.25,47.73,0.65,6.56,2.24,35.61,4.57,2,-0.03,2.12,1.16,0.05,0.89,1.27,2.35,4.73,-0.05,"B",2021
"3692","Q. Becker","Dosqaly","DF","Wet Monarchs",25,1994,13.62,0.04,0.27,0.12,50.08,0.32,0.23,0.04,0.01,17.56,-0.06,0,0.03,0.06,0.06,-0.03,0.07,0.01,53.63,61.74,86.84,1364.63,436.73,11.94,13.16,90.92,24.37,26.09,93.28,16.87,21.83,77.5,-0.03,-0.04,-0.03,0.32,3.31,0.4,0,3.88,1.14,0.66,1.01,0.28,-0.01,0.7,1.55,44.97,0.87,7.06,2.98,41.16,5.08,1.81,0.23,1.73,1.01,-0.03,0.76,1.62,2.8,5.78,0.03,"B",2021
"3693","U. Mousavi","Dosqaly","DF","Wet Monarchs",21,1999,12.45,-0.06,0.32,0.16,39.92,0.41,0.07,-0.02,-0.07,10.92,0.07,-0.06,-0.07,0.08,0.04,0.04,-0.02,0.07,40.5,44.69,90.55,957.49,177.86,6.7,7.19,93.38,24.72,26,95.38,8.73,10.9,79.44,-0.04,-0.07,-0.07,0.04,1.11,0.08,0.08,1.06,1.32,0.65,1.05,0.22,0.11,0.76,1.57,52.56,0.81,7.07,2.02,29.41,5.13,1.7,0.33,1.13,0.54,0.04,0.54,1.74,3.08,5.78,0.06,"B",2021
"3694","X. Kyei","Dosqaly","DF","Wet Monarchs",26,1994,11.68,-0.01,0.42,0.06,-0.1,0.4,-0.08,-0.07,NA,29.02,0.03,0.04,0.01,-0.08,-0.07,0.1,0.03,0.08,31.64,40.47,78.03,555.96,244.55,14,15.9,88.2,14.41,17.99,80.33,2.51,4.88,53.61,-0.08,-0.01,0.04,0.62,2.28,0.51,0.09,4.14,2.32,1.03,1.34,0.5,0.38,0.92,2.74,35.49,1.78,12.92,3.49,27.25,5.92,4.05,2.83,1.87,0.31,0.02,1.48,1.11,3.22,3.23,-0.03,"B",2021
"3695","N. Bianco","Lylimi","DF","Wet Monarchs",25,1994,7.95,0.03,0.34,0.13,49.99,0.3,0.22,0,0.08,7.81,-0.04,0,-0.08,0.09,-0.04,0.04,-0.07,-0.01,35.1,43.99,80.11,874.24,276.73,6.37,6.74,94.34,19.48,20.51,94.51,8.68,15.75,55.25,-0.03,0.11,-0.15,0.57,2.81,0.49,0.06,2.72,0.72,0.19,0.57,0.17,0.07,0.33,0.87,42.96,0.58,5.1,1.84,34.18,3.53,1.61,0.03,1.61,0.91,0,0.63,1.2,1.95,6.78,-0.07,"B",2021
"3696","D. Anyango","Redohrainbri","DF","Wet Monarchs",25,1994,25.83,0.11,0.45,0.27,46.12,0.56,0.14,0.17,0.31,15.96,0.08,0,0.06,0.09,0.05,0.02,0.03,0.08,41,50.6,81.33,726.32,246.42,19.19,21.54,89.61,16.47,19.04,86.19,4.5,7.79,58.16,0.06,0.03,0.03,0.76,3.31,0.62,0.3,3.94,2.37,1.03,1.42,0.56,0.26,1.14,2.09,54.73,0.95,14.2,4.16,30,6.9,4.92,2.31,3.08,0.42,0.01,2.7,1.6,3.85,2.65,0.03,"B",2021
"3715","V. Krisensen","Dosqaly","MFDF","Wet Monarchs",31,1988,19.48,0.05,0.7,0.29,42.93,0.73,0.24,-0.01,0.09,17.84,0.07,-0.09,-0.04,0.09,0.01,0.08,-0.07,-0.05,41.13,51.75,79.64,898.98,245.67,13.72,16.5,83.14,16.6,18.87,87.52,9.92,13.81,71.08,0.12,-0.02,0.12,0.95,2.8,0.65,0.17,3.54,3.08,1.88,1.48,1.41,0.21,0.86,3.07,29.54,2.2,24.22,7.44,30.46,7.56,12.89,3.81,1.36,0.3,0.02,1.13,0.82,3.71,2.33,0.22,"B",2021
"3720","S. Busch","Galamily","DF","Awkward Trailblazers",33,1986,33.64,0.14,0.59,0.14,39.99,0.63,0.17,0.1,0.28,15.99,0.09,0.06,0.05,0.04,0.11,0.04,-0.04,0.09,34.85,45.75,76.38,618.8,289,15.7,18.53,85.2,15.3,19.84,77.5,3.53,6.01,57.85,0.04,-0.04,-0.1,0.57,1.92,0.65,0.32,3.33,2.06,1.07,1.4,0.5,0.24,0.8,2.09,40.4,1.28,14.44,4.36,29.68,7.22,4.9,2.56,2.18,0.39,0.02,1.63,1.81,3.92,3.57,0,"C",2021
"3721","P. Konadu","Giumle Lizeibon","DF","Awkward Trailblazers",22,1998,30.89,-0.08,0.22,-0.04,12.6,0.24,0.05,-0.03,0.03,25.94,0.02,-0.07,0.06,0.01,0.01,0.11,-0.04,-0.09,43.97,54.25,81.2,1040.58,360.95,12.33,13.54,91.54,20.89,23.26,90.16,10.33,16.43,63.49,0.05,0.1,0,0.22,4.16,0.34,0.06,3.48,2.24,1.31,1.3,0.87,0.15,0.89,2.02,47.52,1.09,11.08,3.11,28.84,6.48,4.12,0.58,2.12,0.58,-0.01,1.64,1.94,4.2,4.66,0.06,"C",2021
