Player Name,League,Squad,Country,Position,Annualized Salary
E. Zacarias,D,Wet Flames,Sobianitedrucy,FW,"∂ 33,810,000"
F. Mugabe,D,Wet Flames,Sobianitedrucy,FW,"∂ 27,140,000"
L. Novák,D,Wet Flames,Sobianitedrucy,FW,"∂ 22,060,000"
O. Suzuki,D,Wet Flames,Sobianitedrucy,FWMF,"∂ 14,560,000"
M. Nyamahunge,D,Wet Flames,Loco Phirema,GK,"∂ 11,220,000"
A. Whang,D,Wet Flames,Rosvi,GK,"∂ 21,140,000"
V. Guillaume,D,Wet Flames,Sobianitedrucy,GK,"∂ 15,480,000"
D. Mattila,D,Wet Flames,Dosqaly,MF,"∂ 18,500,000"
B. Kansiime,D,Wet Flames,Nganion,MF,"∂ 24,120,000"
Y. Almutairi,D,Wet Flames,Nkasland Cronestan,MF,"∂ 27,120,000"
D. Roussel,D,Wet Flames,Rosvi,MF,"∂ 27,960,000"
L. Sigauke,D,Wet Flames,Sobianitedrucy,MF,"∂ 24,640,000"
M. Takács,D,Wet Flames,Sobianitedrucy,MF,"∂ 26,210,000"
U. Chávez,D,Wet Flames,Sobianitedrucy,MF,"∂ 24,090,000"
F. Ndou,D,Wet Flames,Zamlie Niabangthe,MF,"∂ 12,550,000"
J. Maeda,D,Wet Flames,Sobianitedrucy,MFFW,"∂ 21,100,000"
H. Baumgartner,D,Wet Flames,Unicorporated Tiagascar,MFFW,"∂ 19,200,000"
Y. Machava,E,Big Foxes,Imaar Vircoand,DF,"∂ 19,560,000"
Y. Twinomugisha,E,Big Foxes,Janmico,DF,"∂ 15,000,000"
F. Tamura,E,Big Foxes,Nganion,DF,"∂ 33,530,000"
H. Choo,E,Big Foxes,Nganion,DF,"∂ 16,520,000"
H. Pour,E,Big Foxes,Nganion,DF,"∂ 16,710,000"
K. Krisensen,E,Big Foxes,Nganion,DF,"∂ 14,290,000"
S. Sørensen,E,Big Foxes,Nganion,DF,"∂ 24,890,000"
L. Olupot,E,Big Foxes,Zacia Lygia,DF,"∂ 22,160,000"
J. Asiimwe,E,Big Foxes,Nganion,DFMF,"∂ 14,000,000"
C. Rai,E,Big Foxes,Nganion,FW,"∂ 10,870,000"
T. Hashim,E,Big Foxes,Nganion,FW,"∂ 30,440,000"
B. Lindberg,E,Big Foxes,Rosvi,FW,"∂ 20,770,000"
B. Nura,E,Big Foxes,Boland Laynga,FWMF,"∂ 27,320,000"
S. Mussa,E,Big Foxes,Byasier Pujan,FWMF,"∂ 25,490,000"
C. Sanna,E,Big Foxes,Nganion,FWMF,"∂ 34,480,000"
J. Elsayed,E,Big Foxes,Nganion,FWMF,"∂ 24,390,000"
M. Gómez,E,Big Foxes,Nganion,FWMF,"∂ 28,750,000"
V. Da silva,E,Big Foxes,Nganion,FWMF,"∂ 23,210,000"
Q. D'angelo,E,Big Foxes,Rosvi,FWMF,"∂ 19,160,000"
X. Arnaud,E,Big Foxes,Imaar Vircoand,GK,"∂ 13,150,000"
G. Chandiga,E,Big Foxes,Nganion,GK,"∂ 17,910,000"
I. Friedrich,E,Big Foxes,Nganion,GK,"∂ 6,200,000"
C. Mati?,E,Big Foxes,Dosqaly,MF,"∂ 16,390,000"
P. Nakayenga,E,Big Foxes,Imaar Vircoand,MF,"∂ 20,690,000"
J. Willems,E,Big Foxes,Mico,MF,"∂ 15,870,000"
E. Achan,E,Big Foxes,Nganion,MF,"∂ 21,840,000"
E. Nasirumbi,E,Big Foxes,Nganion,MF,"∂ 31,140,000"
G. Cattaneo,E,Big Foxes,Nganion,MF,"∂ 3,670,000"
O. Ciobanu,E,Big Foxes,Nganion,MF,"∂ 19,240,000"
O. Kueh,E,Big Foxes,Nganion,MF,"∂ 23,440,000"
G. Sackey,E,Big Foxes,Nganion,MFDF,"∂ 19,680,000"
K. Harada,E,Big Foxes,Nganion,MFDF,"∂ 9,150,000"
D. Sahu,E,Big Foxes,Nganion,MFFW,"∂ 27,250,000"
Z. Tomi?,E,Big Foxes,Nganion,MFFW,"∂ 17,680,000"
C. Sulaiman,E,Deferred Dolphins,Dosqaly,DF,"∂ 19,780,000"
H. Jansson,E,Deferred Dolphins,Greri Landmoslands,DF,"∂ 10,210,000"
B. Taheri,E,Deferred Dolphins,Imaar Vircoand,DF,"∂ 22,590,000"
K. Eder,E,Deferred Dolphins,Nancipenuaroe,DF,"∂ 4,200,000"
A. Barbieri,E,Deferred Dolphins,Nganion,DF,"∂ 12,540,000"
D. Siregar,E,Deferred Dolphins,Nganion,DF,"∂ 12,820,000"
K. Candia,E,Deferred Dolphins,Nganion,DF,"∂ 16,310,000"
L. Ricci,E,Deferred Dolphins,Nganion,DF,"∂ 19,380,000"
M. Paterson,E,Deferred Dolphins,Nganion,DF,"∂ 15,070,000"
O. Oketcho,E,Deferred Dolphins,Nganion,DF,"∂ 4,710,000"
V. Mugala,E,Deferred Dolphins,Nganion,DF,"∂ 23,770,000"
O. Gatti,E,Deferred Dolphins,Nganion,DFFW,"∂ 10,070,000"
D. Fischer,E,Deferred Dolphins,Nganion,FW,"∂ 30,250,000"
E. Okello,E,Deferred Dolphins,Nganion,FW,"∂ 9,110,000"
B. Neméth,E,Deferred Dolphins,Lefghau,FWMF,"∂ 30,660,000"
B. Lehtonen,E,Deferred Dolphins,Nganion,FWMF,"∂ 29,530,000"
B. Mtonga,E,Deferred Dolphins,Nganion,FWMF,"∂ 34,100,000"
R. Giordano,E,Deferred Dolphins,Nganion,FWMF,"∂ 24,140,000"
A. Harutyunyan,E,Deferred Dolphins,Western Niasland,FWMF,"∂ 28,090,000"
G. Eng,E,Deferred Dolphins,Zamlie Niabangthe,FWMF,"∂ 25,220,000"
K. Kravchenko,E,Deferred Dolphins,Greri Landmoslands,GK,"∂ 11,670,000"
E. Kantono,E,Deferred Dolphins,Nganion,GK,"∂ 20,780,000"
Q. König,E,Deferred Dolphins,Nganion,GK,"∂ 14,980,000"
B. Kaonga,E,Deferred Dolphins,Central Namemo Laand,MF,"∂ 12,030,000"
Z. Johansen,E,Deferred Dolphins,Dosqaly,MF,"∂ 24,290,000"
A. Agyapong,E,Deferred Dolphins,Imaar Vircoand,MF,"∂ 5,800,000"
G. Akoli,E,Deferred Dolphins,Nganion,MF,"∂ 27,140,000"
M. Kebirungi,E,Deferred Dolphins,Nganion,MF,"∂ 15,880,000"
W. Mahato,E,Deferred Dolphins,Nganion,MF,"∂ 31,040,000"
X. Kidega,E,Deferred Dolphins,Nganion,MF,"∂ 18,960,000"
B. Ayuba,E,Deferred Dolphins,Rarita,MF,"∂ 21,950,000"
I. Benedetti,E,Deferred Dolphins,Zamlie Niabangthe,MF,"∂ 28,760,000"
D. Magala,E,Deferred Dolphins,Republic of Denand Landsa,MFDF,"∂ 17,680,000"
F. bin Zakaria,E,Deferred Dolphins,Nganion,MFFW,"∂ 25,560,000"
C. Negri,E,Delta Colts,Biarizea,DF,"∂ 29,610,000"
G. Syu,E,Delta Colts,Janmico,DF,"∂ 15,320,000"
C. Emmanuel,E,Delta Colts,Nganion,DF,"∂ 5,490,000"
C. Roux,E,Delta Colts,Nganion,DF,"∂ 11,700,000"
D. Ngo,E,Delta Colts,Nganion,DF,"∂ 15,370,000"
H. Shuaibu,E,Delta Colts,Nganion,DF,"∂ 18,700,000"
I. Niwamanya,E,Delta Colts,Nganion,DF,"∂ 13,970,000"
K. Awuah,E,Delta Colts,Nganion,DF,"∂ 16,050,000"
O. Mohammad,E,Delta Colts,Nganion,DF,"∂ 14,460,000"
P. Hassan,E,Delta Colts,Northslands,DF,"∂ 13,510,000"
K. Kastelic,E,Delta Colts,Nganion,DFMF,"∂ 12,240,000"
N. Turyasingura,E,Delta Colts,Nganion,DFMF,"∂ 9,090,000"
V. Abu,E,Delta Colts,Nganion,DFMF,"∂ 17,960,000"
Q. Maturu,E,Delta Colts,Dastatesne,FW,"∂ 26,480,000"
D. Purwanto,E,Delta Colts,Lefghau,FW,"∂ 18,520,000"
C. Schmidt,E,Delta Colts,Nganion,FW,"∂ 20,750,000"
L. Bogere,E,Delta Colts,Nganion,FW,"∂ 22,260,000"
T. Sinaga,E,Delta Colts,Rarita,FWMF,"∂ 23,150,000"
W. Ofori,E,Delta Colts,Unicorporated Tiagascar,FWMF,"∂ 26,690,000"
C. Shevchenko,E,Delta Colts,Nganion,GK,"∂ 14,210,000"
F. Dauda,E,Delta Colts,Nganion,GK,"∂ 5,730,000"
F. Ainembabazi,E,Delta Colts,Nganion,MF,"∂ 11,250,000"
I. Savage,E,Delta Colts,Nganion,MF,"∂ 20,650,000"
J. Choi,E,Delta Colts,Nganion,MF,"∂ 5,390,000"
M. Korugyendo,E,Delta Colts,Nganion,MF,"∂ 20,520,000"
M. Naluwooza,E,Delta Colts,Nganion,MF,"∂ 27,670,000"
R. Kabuye,E,Delta Colts,Nganion,MF,"∂ 19,740,000"
V. Bellini,E,Delta Colts,Nganion,MF,"∂ 9,910,000"
I. Soko,E,Delta Colts,Greri Landmoslands,MFFW,"∂ 25,490,000"
D. Law,E,Delta Colts,Nganion,MFFW,"∂ 25,600,000"
J. Mugenyi,E,Delta Colts,Nganion,MFFW,"∂ 15,730,000"
V. Nakiyemba,E,Delta Colts,Northern Namemo Laand,MFFW,"∂ 35,910,000"
J. Ayebare,E,Festive Governors,Dosqaly,DF,"∂ 17,290,000"
L. Wilson,E,Festive Governors,Dosqaly,DF,"∂ 12,000,000"
M. Takata,E,Festive Governors,Janmico,DF,"∂ 16,010,000"
A. Nilsen,E,Festive Governors,Nganion,DF,"∂ 14,680,000"
V. Nazziwa,E,Festive Governors,Nganion,DF,"∂ 21,970,000"
Y. Ssentongo,E,Festive Governors,Nganion,DF,"∂ 15,800,000"
Z. Acidri,E,Festive Governors,Nganion,DF,"∂ 14,970,000"
U. Roussel,E,Festive Governors,Slandsganiamayotteque,DF,"∂ 18,990,000"
I. Hsieh,E,Festive Governors,Nganion,DFMF,"∂ 10,970,000"
U. Nafula,E,Festive Governors,Mico,FW,"∂ 29,050,000"
K. bin Ali,E,Festive Governors,Nganion,FW,"∂ 37,550,000"
P. Peh,E,Festive Governors,Dosqaly,FWDF,"∂ 19,590,000"
O. Aboagye,E,Festive Governors,Dosqaly,FWMF,"∂ 28,190,000"
A. Yosef,E,Festive Governors,Greri Landmoslands,FWMF,"∂ 29,900,000"
L. Ndyanabo,E,Festive Governors,Imaar Vircoand,FWMF,"∂ 36,590,000"
W. Abeja,E,Festive Governors,Esia,GK,"∂ 10,460,000"
G. Kyobutungi,E,Festive Governors,Lefghau,GK,"∂ 11,650,000"
C. Medina,E,Festive Governors,Nganion,MF,"∂ 37,310,000"
I. Babirye,E,Festive Governors,Nganion,MF,"∂ 6,420,000"
P. Tibesigwa,E,Festive Governors,Nganion,MF,"∂ 26,820,000"
X. Nankya,E,Festive Governors,Nganion,MF,"∂ 27,360,000"
Z. Gholami,E,Festive Governors,Nganion,MF,"∂ 20,060,000"
O. Mészáros,E,Festive Governors,Unicorporated Tiagascar,MF,"∂ 20,870,000"
H. Gaillard,E,Festive Governors,Byasier Pujan,MFDF,"∂ 21,420,000"
G. Ochwo,E,Festive Governors,Lefghau,MFFW,"∂ 32,710,000"
G. Katumba,E,Flying Penguins,Biarizea,DF,"∂ 7,820,000"
D. Egger,E,Flying Penguins,Janmico,DF,"∂ 20,930,000"
J. Zacarias,E,Flying Penguins,Janmico,DF,"∂ 11,630,000"
N. Nassiri,E,Flying Penguins,Janmico,DF,"∂ 13,580,000"
K. Moshe,E,Flying Penguins,Nancipenuaroe,DF,"∂ 13,080,000"
V. Caputo,E,Flying Penguins,Nganion,DF,"∂ 14,800,000"
J. Ko,E,Flying Penguins,Southern Viout Aman,DF,"∂ 26,560,000"
W. Iddrisu,E,Flying Penguins,Nganion,DFMF,"∂ 22,430,000"
O. Balog,E,Flying Penguins,Rarita,DFMF,"∂ 9,730,000"
E. Thembo,E,Flying Penguins,Nganion,FW,"∂ 25,430,000"
R. Baidoo,E,Flying Penguins,Nganion,FW,"∂ 10,830,000"
M. Nakyejwe,E,Flying Penguins,Varijitri Isles,FW,"∂ 28,880,000"
V. Pathan,E,Flying Penguins,Coastpa Barleslands,FWMF,"∂ 40,090,000"
T. Tushemereirwe,E,Flying Penguins,Nganion,FWMF,"∂ 34,540,000"
G. Nakasi,E,Flying Penguins,Western Niasland,FWMF,"∂ 20,890,000"
B. Brandt,E,Flying Penguins,Nganion,GK,"∂ 23,680,000"
V. Awio,E,Flying Penguins,Nganion,GK,"∂ 17,960,000"
H. Gomo,E,Flying Penguins,Janmico,MF,"∂ 30,020,000"
F. Eid,E,Flying Penguins,Manlisgamncent,MF,"∂ 22,720,000"
X. Marroquín,E,Flying Penguins,Nancipenuaroe,MF,"∂ 17,520,000"
I. Basemera,E,Flying Penguins,Nganion,MF,"∂ 22,200,000"
Q. Sousa,E,Flying Penguins,Reugha,MF,"∂ 35,050,000"
Q. Naturinda,E,Flying Penguins,Rosvi,MF,"∂ 18,420,000"
H. Chevalier,E,Flying Penguins,Central Namemo Laand,MFDF,"∂ 12,510,000"
G. Nalwoga,E,Flying Penguins,Nganion,MFDF,"∂ 19,800,000"
R. Khonje,E,Flying Penguins,Nganion,MFDF,"∂ 22,070,000"
D. Kau,E,Flying Penguins,Southslands,MFDF,"∂ 25,590,000"
M. Braun,E,Flying Penguins,Zacia Lygia,MFDF,"∂ 37,800,000"
T. Mendes,E,Flying Penguins,Lylimi,MFFW,"∂ 20,600,000"
A. Murata,E,Flying Penguins,Nganion,MFFW,"∂ 19,930,000"
I. Babirye,E,Flying Penguins,Nganion,MFFW,"∂ 23,710,000"
R. Kukk,E,Hideous Spiders,Greri Landmoslands,DF,"∂ 10,850,000"
G. Kiggundu,E,Hideous Spiders,Ingre,DF,"∂ 22,790,000"
Y. Zgambo,E,Hideous Spiders,Janmico,DF,"∂ 12,500,000"
L. Sayed,E,Hideous Spiders,Ledian,DF,"∂ 22,540,000"
E. Kovács,E,Hideous Spiders,Nganion,DF,"∂ 19,470,000"
G. Kalyango,E,Hideous Spiders,Nganion,DF,"∂ 18,020,000"
K. Mahmood,E,Hideous Spiders,Nganion,DF,"∂ 20,190,000"
L. Blanc,E,Hideous Spiders,Nganion,DF,"∂ 15,000,000"
N. Jørgensen,E,Hideous Spiders,Nganion,DF,"∂ 19,140,000"
K. Quarshie,E,Hideous Spiders,Nganion,FW,"∂ 28,330,000"
W. Dufour,E,Hideous Spiders,Nganion,FW,"∂ 7,450,000"
I. Mukisa,E,Hideous Spiders,Lylimi,FWMF,"∂ 22,960,000"
A. Negri,E,Hideous Spiders,Nganion,FWMF,"∂ 25,210,000"
D. Ghasemi,E,Hideous Spiders,Nganion,FWMF,"∂ 14,430,000"
G. Musoke,E,Hideous Spiders,Nganion,FWMF,"∂ 31,280,000"
V. Sserugo,E,Hideous Spiders,Nganion,FWMF,"∂ 24,350,000"
F. De Groot,E,Hideous Spiders,Nganion,GK,"∂ 21,790,000"
J. Martin,E,Hideous Spiders,Nganion,GK,"∂ 9,080,000"
I. Akulu,E,Hideous Spiders,Central Diasongo,MF,"∂ 25,390,000"
J. Sulji?,E,Hideous Spiders,Nganion,MF,"∂ 6,670,000"
L. Rusere,E,Hideous Spiders,Nganion,MF,"∂ 22,770,000"
M. Mudimba,E,Hideous Spiders,Nganion,MF,"∂ 12,440,000"
D. Ayesiga,E,Hideous Spiders,Nganion,MFFW,"∂ 22,470,000"
E. Salem,E,Hideous Spiders,Nganion,MFFW,"∂ 16,850,000"
L. Sanz,E,Hideous Spiders,Nganion,MFFW,"∂ 18,820,000"
Q. Nagadya,E,Hideous Spiders,Nganion,MFFW,"∂ 24,180,000"
J. Bernard,E,Hideous Spiders,Republic of Denand Landsa,MFFW,"∂ 13,420,000"
O. Okamoto,E,Horrible Bison,Dosqaly,DF,"∂ 14,300,000"
C. Nakitto,E,Horrible Bison,Nganion,DF,"∂ 19,040,000"
D. Hara,E,Horrible Bison,Nganion,DF,"∂ 28,070,000"
G. Leone,E,Horrible Bison,Nganion,DF,"∂ 19,210,000"
H. Lo,E,Horrible Bison,Nganion,DF,"∂ 10,310,000"
I. Tng,E,Horrible Bison,Nganion,DF,"∂ 14,500,000"
L. Adikini,E,Horrible Bison,Nganion,DF,"∂ 18,400,000"
P. Halvorsen,E,Horrible Bison,Nganion,DF,"∂ 17,470,000"
R. Orlando,E,Horrible Bison,Nganion,DF,"∂ 4,480,000"
X. Smith,E,Horrible Bison,Nganion,DF,"∂ 17,990,000"
W. Kobusingye,E,Horrible Bison,Dosqaly,DFMF,"∂ 12,470,000"
Z. Kneževi?,E,Horrible Bison,Lefghau,FW,"∂ 26,700,000"
O. Zen,E,Horrible Bison,Xikong,FW,"∂ 23,110,000"
B. Male,E,Horrible Bison,Nganion,FWMF,"∂ 27,960,000"
G. Twebaze,E,Horrible Bison,Nganion,FWMF,"∂ 30,470,000"
O. Rodrigues,E,Horrible Bison,Nganion,FWMF,"∂ 32,480,000"
T. Ong,E,Horrible Bison,Nganion,FWMF,"∂ 28,350,000"
Z. Nakiwala,E,Horrible Bison,Rarita,FWMF,"∂ 24,480,000"
G. Nalukwago,E,Horrible Bison,Southern Ristan,FWMF,"∂ 26,750,000"
I. Ajiko,E,Horrible Bison,Nganion,GK,"∂ 29,100,000"
A. Johannessen,E,Horrible Bison,Nganion,MF,"∂ 14,920,000"
D. Mulumba,E,Horrible Bison,Nganion,MF,"∂ 7,660,000"
E. Zen,E,Horrible Bison,Nganion,MF,"∂ 22,100,000"
E. Zoabi,E,Horrible Bison,Nganion,MF,"∂ 35,290,000"
J. binti Hashim,E,Horrible Bison,Nganion,MF,"∂ 11,860,000"
K. Kabonesa,E,Horrible Bison,Nganion,MF,"∂ 11,740,000"
K. Mugala,E,Horrible Bison,Nganion,MF,"∂ 15,330,000"
O. Szilágyi,E,Horrible Bison,Nganion,MF,"∂ 23,410,000"
S. Gutiérrez,E,Horrible Bison,Nganion,MFFW,"∂ 19,990,000"
U. Nyakaisiki,E,Horrible Bison,Nganion,MFFW,"∂ 30,920,000"
A. Lalam,E,Mad Bees,Greri Landmoslands,DF,"∂ 10,510,000"
D. Kalni?š,E,Mad Bees,Nganion,DF,"∂ 14,700,000"
O. Akia,E,Mad Bees,Nganion,DF,"∂ 18,850,000"
R. Koch,E,Mad Bees,Nganion,DF,"∂ 13,680,000"
V. Chimwaza,E,Mad Bees,Nganion,DF,"∂ 8,940,000"
Y. Okori,E,Mad Bees,Nganion,DF,"∂ 28,970,000"
H. Chakraborty,E,Mad Bees,South Sati Fatina,DF,"∂ 15,200,000"
C. Benhamou,E,Mad Bees,Nganion,DFMF,"∂ 24,210,000"
X. Nambooze,E,Mad Bees,Nganion,DFMF,"∂ 18,690,000"
O. Manhica,E,Mad Bees,Nganion,FW,"∂ 35,920,000"
Q. Salehi,E,Mad Bees,Nganion,FW,"∂ 28,090,000"
T. Chandiru,E,Mad Bees,Nganion,FW,"∂ 27,450,000"
Y. Fallah,E,Mad Bees,Nganion,FW,"∂ 19,000,000"
J. Taylor,E,Mad Bees,Nganion,FWMF,"∂ 37,320,000"
E. Lungu,E,Mad Bees,Nganion,GK,"∂ 10,090,000"
K. Nkhoma,E,Mad Bees,Nganion,GK,"∂ 17,380,000"
R. Martino,E,Mad Bees,Nganion,GK,"∂ 25,950,000"
V. Marino,E,Mad Bees,Badad,MF,"∂ 32,830,000"
E. Andoh,E,Mad Bees,Central Diasongo,MF,"∂ 13,160,000"
J. Akbari,E,Mad Bees,Eastern Sleboube,MF,"∂ 3,500,000"
C. Attias,E,Mad Bees,Nganion,MF,"∂ 21,850,000"
W. Ross,E,Mad Bees,Nganion,MF,"∂ 6,490,000"
Y. Nakimbugwe,E,Mad Bees,Nganion,MF,"∂ 22,000,000"
V. Fernandez,E,Mad Bees,Pahon,MF,"∂ 16,100,000"
O. Visser,E,Mad Bees,Rosvi,MF,"∂ 8,670,000"
U. Wahyudi,E,Mad Bees,Tiagascar Westlands,MF,"∂ 15,740,000"
L. Nangiro,E,Mad Bees,Eastern Niasland,MFFW,"∂ 32,320,000"
E. Hayati,E,Mad Bees,Nganion,MFFW,"∂ 27,070,000"
J. bin Hashim,E,Mad Bees,Nganion,MFFW,"∂ 30,550,000"
O. Seah,E,Mad Kingsmen,Dosqaly,DF,"∂ 20,330,000"
V. Andersson,E,Mad Kingsmen,Dosqaly,DF,"∂ 13,910,000"
C. Pavlovi?,E,Mad Kingsmen,Lefghau,DF,"∂ 10,890,000"
M. Kayesu,E,Mad Kingsmen,Lefghau,DF,"∂ 20,340,000"
A. Richard,E,Mad Kingsmen,Nganion,DF,"∂ 26,280,000"
B. Bwambale,E,Mad Kingsmen,Nganion,DF,"∂ 19,390,000"
D. Huda,E,Mad Kingsmen,Nganion,DF,"∂ 29,820,000"
G. Nakalema,E,Mad Kingsmen,Nganion,DF,"∂ 24,150,000"
N. Quinn,E,Mad Kingsmen,Nganion,DF,"∂ 14,770,000"
R. Morin,E,Mad Kingsmen,Nganion,DF,"∂ 21,180,000"
G. Yunusa,E,Mad Kingsmen,Nganion,DFFW,"∂ 29,190,000"
K. Umar,E,Mad Kingsmen,Nganion,DFFW,"∂ 29,290,000"
Y. Sen,E,Mad Kingsmen,Dosqaly,FW,"∂ 29,360,000"
M. Kneževi?,E,Mad Kingsmen,Lefghau,FW,"∂ 31,640,000"
S. Costa,E,Mad Kingsmen,Lefghau,FW,"∂ 25,400,000"
J. Atuhairwe,E,Mad Kingsmen,Morticre,FW,"∂ 28,960,000"
D. Adebayo,E,Mad Kingsmen,Nganion,FW,"∂ 11,010,000"
X. Rana,E,Mad Kingsmen,Nganion,FW,"∂ 23,410,000"
Q. Lou,E,Mad Kingsmen,Nganion,FWDF,"∂ 7,000,000"
C. Neri,E,Mad Kingsmen,Nganion,FWMF,"∂ 36,900,000"
F. Claes,E,Mad Kingsmen,Rosvi,FWMF,"∂ 35,470,000"
N. Utami,E,Mad Kingsmen,Southern Ristan,FWMF,"∂ 30,970,000"
Y. Ruggiero,E,Mad Kingsmen,Southern Ristan,GK,"∂ 15,930,000"
Y. Nagudi,E,Mad Kingsmen,Esia,MF,"∂ 22,940,000"
T. Cortez,E,Mad Kingsmen,Janmico,MF,"∂ 20,090,000"
E. Okurut,E,Mad Kingsmen,Lefghau,MF,"∂ 14,840,000"
C. Nangobi,E,Mad Kingsmen,Manlisgamncent,MF,"∂ 18,300,000"
A. Mugisha,E,Mad Kingsmen,Nganion,MFDF,"∂ 16,380,000"
D. Ocokoru,E,Mad Kingsmen,Nganion,MFFW,"∂ 19,010,000"
H. David,E,Mad Kingsmen,Redohrainbri,MFFW,"∂ 11,890,000"
F. Taruvinga,E,Orange Giants,Greri Landmoslands,DF,"∂ 16,720,000"
I. Beh,E,Orange Giants,Greri Landmoslands,DF,"∂ 10,570,000"
S. Nansamba,E,Orange Giants,Imaar Vircoand,DF,"∂ 19,860,000"
A. Hudák,E,Orange Giants,Nganion,DF,"∂ 17,740,000"
A. Tio,E,Orange Giants,Nganion,DF,"∂ 11,490,000"
C. Lunyolo,E,Orange Giants,Nganion,DF,"∂ 13,020,000"
C. Yousef,E,Orange Giants,Nganion,DF,"∂ 18,700,000"
H. Gumisiriza,E,Orange Giants,Nganion,DF,"∂ 13,020,000"
U. Businge,E,Orange Giants,Nganion,DF,"∂ 5,890,000"
I. Murakami,E,Orange Giants,Nganion,DFMF,"∂ 10,430,000"
R. Nuwagaba,E,Orange Giants,Nganion,FW,"∂ 24,460,000"
S. Layet,E,Orange Giants,Nganion,FW,"∂ 13,320,000"
T. Sommer,E,Orange Giants,Nganion,FW,"∂ 17,770,000"
X. Bekher,E,Orange Giants,Lylimi,FWMF,"∂ 26,960,000"
F. Jee,E,Orange Giants,Nganion,FWMF,"∂ 25,500,000"
G. Orlando,E,Orange Giants,Nganion,FWMF,"∂ 3,460,000"
W. Wandera,E,Orange Giants,Nkasland Cronestan,FWMF,"∂ 14,930,000"
L. Sakurai,E,Orange Giants,Nganion,GK,"∂ 9,820,000"
M. Murmu,E,Orange Giants,Rosvi,GK,"∂ 9,140,000"
A. Kuloba,E,Orange Giants,Coastpa Barleslands,MF,"∂ 24,610,000"
A. Luna,E,Orange Giants,Nganion,MF,"∂ 15,810,000"
F. Nakacwa,E,Orange Giants,Nganion,MF,"∂ 15,780,000"
M. Khatun,E,Orange Giants,Nganion,MF,"∂ 16,870,000"
U. bin Abdullah,E,Orange Giants,Nganion,MF,"∂ 18,980,000"
X. Sharma,E,Orange Giants,Nganion,MF,"∂ 27,540,000"
Y. Kasozi,E,Orange Giants,Greri Landmoslands,MFDF,"∂ 10,080,000"
P. Farina,E,Orange Giants,Nganion,MFDF,"∂ 27,010,000"
X. Sung,E,Orange Giants,Lylimi,MFFW,"∂ 25,790,000"
E. Mwesigye,E,Orange Giants,Nganion,MFFW,"∂ 27,730,000"
N. Niwagaba,E,Orange Giants,Nganion,MFFW,"∂ 31,550,000"
G. Katumba,E,Plane Janes,Biarizea,DF,"∂ 11,770,000"
C. Ibrahim,E,Plane Janes,Imaar Vircoand,DF,"∂ 13,610,000"
L. Kimuli,E,Plane Janes,Nathuacamana,DF,"∂ 18,090,000"
D. Akia,E,Plane Janes,Nganion,DF,"∂ 22,300,000"
D. Pal,E,Plane Janes,Nganion,DF,"∂ 15,490,000"
N. Andama,E,Plane Janes,Nganion,DF,"∂ 5,470,000"
U. Ahebwa,E,Plane Janes,Nganion,DF,"∂ 17,870,000"
Z. Hribar,E,Plane Janes,Nganion,DF,"∂ 10,780,000"
H. bin Ibrahim,E,Plane Janes,Imaar Vircoand,DFMF,"∂ 23,600,000"
A. Muller,E,Plane Janes,Nganion,DFMF,"∂ 10,730,000"
H. Nakafeero,E,Plane Janes,Nganion,DFMF,"∂ 16,510,000"
D. Ebrahimi,E,Plane Janes,Nganion,FW,"∂ 8,730,000"
S. Wahab,E,Plane Janes,Nganion,FW,"∂ 31,090,000"
Q. Hämäläinen,E,Plane Janes,Rarita,FW,"∂ 24,610,000"
S. Kofi,E,Plane Janes,Western Niasland,FW,"∂ 24,470,000"
J. Chou,E,Plane Janes,Nganion,FWMF,"∂ 36,420,000"
L. Suárez,E,Plane Janes,Nganion,FWMF,"∂ 30,550,000"
F. K?rkli?š,E,Plane Janes,Imaar Vircoand,GK,"∂ 16,060,000"
G. Leung,E,Plane Janes,Nganion,GK,"∂ 23,490,000"
J. Graham,E,Plane Janes,Dosqaly,MF,"∂ 19,910,000"
Y. Nakkazi,E,Plane Janes,Dosqaly,MF,"∂ 14,290,000"
K. Larsson,E,Plane Janes,Nganion,MF,"∂ 21,780,000"
L. Abdullah,E,Plane Janes,Nganion,MF,"∂ 24,700,000"
Q. Barbier,E,Plane Janes,Nganion,MF,"∂ 29,960,000"
R. Lokiru,E,Plane Janes,Nganion,MF,"∂ 25,110,000"
G. Namuganza,E,Plane Janes,Rarita,MF,"∂ 29,660,000"
T. Mendes,E,Plane Janes,Lylimi,MFFW,"∂ 26,150,000"
J. Munguambe,E,Plane Janes,Nganion,MFFW,"∂ 29,120,000"
G. Mlakar,E,Plane Janes,Republic of Denand Landsa,MFFW,"∂ 25,370,000"
V. Salim,E,Polar Kangaroos,Janmico,DF,"∂ 11,040,000"
V. Akoli,E,Polar Kangaroos,Lefghau,DF,"∂ 17,130,000"
V. Quay,E,Polar Kangaroos,Lefghau,DF,"∂ 17,050,000"
G. Kintu,E,Polar Kangaroos,Manlisgamncent,DF,"∂ 21,310,000"
L. Wambi,E,Polar Kangaroos,Nganion,DF,"∂ 17,720,000"
N. Muzenda,E,Polar Kangaroos,Nganion,DF,"∂ 11,260,000"
Q. Roy,E,Polar Kangaroos,Nganion,DF,"∂ 13,070,000"
H. Nakagolo,E,Polar Kangaroos,Pahon,DF,"∂ 14,860,000"
